input,given,family,orcid,name,identifier,start,end
Jung Lee,Hyun Jung,Lee,0009-0002-0102-4138,,,,
Jung Lee,Jung Bae,Lee,0009-0007-6196-4523,,,,
Jung Lee,Eun Jung,Lee,0000-0002-4940-2102,Hanyang University - ERICA Campus,65354,2008,
Jung Lee,Yun Jung,Lee,0009-0008-6030-2314,,,,
Jung Lee,JUNG YUN,LEE,0009-0006-6348-8754,,,,
Jung Lee,JUNG EUN,LEE,0009-0001-4144-4973,,,,
Jung Lee,hyun jung ,lee,0000-0002-9632-379X,,,,
Jung Lee,Mi Jung,Lee,0009-0007-1659-6178,경찰대학,https://ror.org/02s89kd69,2023,
Jung Lee,Hyo Jung,Lee,0009-0001-6722-8267,Dong-A ST (South Korea),https://ror.org/00mfpj979,2005,
Jung Lee,Jung-Min,Lee,0000-0003-1280-5909,National Cancer Institute,3421,,
Jung Lee,Jung Eun,Lee,0000-0002-8770-0901,,,,
Jung Lee,Jung-Min,Lee,0009-0006-4908-6361,Korea Foundation of Industrial Health Care and Welfare,,,
Jung Lee,Jung Yeon,Lee,0000-0001-9967-1952,Yale University,5755,2017,
Jung Lee,Han-Jung,Lee,0000-0002-1317-1752,National Institutes of Health,2511,1997,1998
Jung Lee,Han-Jung,Lee,0000-0002-1317-1752,University of Wisconsin Madison,5228,1996,1997
Jung Lee,Jung min,Lee,0009-0005-7901-5962,,,,
Jung Lee,Jung Min,Lee,0000-0003-2816-7198,,,,
Jung Lee,Jung Woo,Lee,0009-0003-8306-6813,,,,
Jung Lee,AE JUNG,LEE,0000-0001-9326-7705,,,,
Jung Lee,jung woon,Lee,0009-0003-4041-6692,,,,
Jung Lee,Jung Hwa,Lee,0000-0002-3416-1289,,,,
Jung Lee,JUNG-A,LEE,0000-0003-1881-4347,,,,
Jung Lee,Jung Eun,Lee,0000-0002-0936-8659,,,,
Jung Lee,Yi-Jung,Lee,0000-0001-6889-7457,,,,
Jung Lee,HYUN JUNG,LEE,0009-0000-9682-7544,,,,
Jung Lee,Mi Jung,Lee,0000-0002-9677-5788,,,,
Jung Lee,Jung Lin,Lee,0000-0003-1922-2482,,,,
Jung Lee,Jung-Chieh,Lee,0000-0003-0487-6897,Xiamen Chang Gung Hospital Hua Qiao University,,2018,
Jung Lee,Jung-Chieh,Lee,0000-0003-0487-6897,Peking University Cancer Hospital,grid.412474.0,2008,2018
Jung Lee,Jung Hyun,Lee,0000-0002-8207-9378,Harvard University,https://ror.org/03vek6s52,2019,
Jung Lee,Jung Hyun,Lee,0000-0002-8207-9378,Beth Israel Deaconess Medical Center,https://ror.org/04drvxt59,2017,2019
Jung Lee,Jung Hyun,Lee,0000-0002-8207-9378,Seoul National University,https://ror.org/04h9pn542,2007,2015
Jung Lee,Yu Jung,Lee,0000-0002-5939-4441,,,,
Jung Lee,JUNG HWAN,LEE,0000-0003-2680-6953,,,,
Jung Lee,JUNG SOO,LEE,0000-0002-1636-1586,서울아산병원,https://ror.org/03s5q0090,,
Jung Lee,Soo Jung,Lee,0000-0002-4717-4871,Kyonggi University,https://ror.org/032xf8h46,,
Jung Lee,Eun Jung,Lee,0009-0003-8202-8081,Jeonbuk National University,https://ror.org/05q92br09,2021,2023
Jung Lee,Jung Suk,Lee,0000-0002-5401-1931,,,,
Jung Lee,Jung Won,Lee,0009-0004-4105-2816,Korea Advanced Institute of Science and Technology,https://ror.org/05apxxy63,,
Jung Lee,Jung Sung,Lee ,0009-0003-0637-0045,,,,
Jung Lee,JUNG MIN,LEE,0009-0008-8248-4163,홍익대학교,https://ror.org/00egdv862,2025,
Jung Lee,Ki Jung,Lee,0000-0001-9448-0794,University of Cincinnati,https://ror.org/01e3m7079,2015,2024
Jung Lee,Ki Jung,Lee,0000-0001-9448-0794,Drexel University,https://ror.org/04bdffz58,2013,2014
Jung Lee,jung min,lee,0009-0008-3083-2373,,,,
Jung Lee,Chia-Jung,Lee,0000-0001-5256-309X,National Yunlin University of Science and Technology,https://ror.org/04qkq2m54,2025,
Jung Lee,Chia-Jung,Lee,0000-0001-5256-309X,Tunghai University,34890,2018,2025
Jung Lee,Jung-Ju,Lee,0000-0001-7498-5656,"Nowon Eulji Medical Center, Eulji University",,,
Jung Lee,Jung Min,Lee,0000-0002-4670-2521,Chung-Ang University,https://ror.org/01r024a98,,
Jung Lee,Jung Hoo,LEE,0009-0007-7983-4241,Inha University,https://ror.org/01easw929,2025,
Jung Lee,Jung Shin,Lee,0000-0002-4049-9059,,,,
Jung Lee,Min Jung,Lee,0009-0008-3305-8897,Seoul National University,https://ror.org/04h9pn542,,
Jung Lee,Jung-Chieh,Lee,0009-0003-0688-0889,,,,
Jung Lee,YOO-JUNG,LEE,0009-0003-0667-2852,Dongguk University,https://ror.org/057q6n778,2022,
Jung Lee,Jung-myun,Lee,0009-0009-1277-6862,National Health Insurance Service,https://ror.org/05efm5n07,2009,
Jung Lee,Eun-Jung,Lee,0000-0002-1538-7864,Dankook University - Cheonan Campus,65383,,
Jung Lee,Jung Gu,Lee,0000-0003-3805-0495,University of Ulsan,https://ror.org/02c2f8975,,
Jung Lee,Jung Keun,Lee,0000-0003-1711-0698,강남세브란스병원,,2024,
Jung Lee,A JUNG,LEE,0009-0002-3223-391X,,,,
Jung Lee,Jung Ran,Lee,0000-0001-8463-1149,원자력의학원,,1984,
Jung Lee,Su Jung,Lee,0000-0002-9774-8079,Kwangwoon University,34978,,
Jung Lee,Jung In,Lee,0009-0003-4402-7782,Pennsylvania State University,https://ror.org/04p491231,2024,
Jung Lee,Jung In,Lee,0009-0003-4402-7782,Portland State University,https://ror.org/00yn2fy02,2023,2024
Jung Lee,Yun Jung,LEE,0000-0003-4088-1896,,,,
Jung Lee,Jung Dong,Lee,0009-0002-4101-1059,,,,
Jung Lee,I-Jung,Lee,0000-0002-3722-8194,National Taipei University,63284,,
Jung Lee,Hyo-jung,Lee,0000-0002-4991-0705,Seoul National University College of Medicine,,,
Jung Lee,HYO JUNG,LEE,0009-0001-3002-9416,Gyeongsang National University,https://ror.org/00saywf64,,
Jung Lee,Jung-Mok,Lee,0009-0006-8066-0851,Gyeongsang National University,https://ror.org/00saywf64,,
Jung Lee,Soo Jung,Lee,0000-0003-0954-5181,Tongmyong University,65367,,
Jung Lee,Jung Heon,Lee,0009-0001-6273-5059,,,,
Jung Lee,Jung Ha,Lee,0009-0005-0289-468X,National University of Singapore,https://ror.org/01tgyzw49,,
Jung Lee,Jung-Jin,Lee,0000-0002-7381-5230,Jeonbuk National University Hospital,65377,,
Jung Lee,Jung-Jin,Lee,0000-0002-7381-5230,Jeonbuk National University,26714,,
Jung Lee,Sei-Jung,Lee,0000-0002-3115-952X,,,,
Jung Lee,Jung Eun,Lee,0000-0003-1311-152X,,,,
Jung Lee,SOO JUNG,LEE,0009-0007-8433-9122,Hanyang University,https://ror.org/046865y68,2024,
Jung Lee,Jung Jin,Lee,0000-0002-6048-927X,,,,
Jung Lee,Jung Sun,Lee,0000-0002-9245-8603,Seoul Veterans Hospital,grid.415531.7,,
Jung Lee,Jung-Hyun,Lee,0000-0003-0066-6032,,,,
Jung Lee,Jung-Hwan,Lee,0009-0002-3203-6481,Korea Electronics Technology Institute,https://ror.org/039k6f508,2025,
Jung Lee,Su-Jung,Lee,0009-0006-8881-822X,Seoul National University,https://ror.org/04h9pn542,,
Jung Lee,Jung Hwan,Lee,0000-0003-2412-6874,,,,
Jung Lee,Jung Woo,Lee,0000-0001-8368-5698,,,,
Jung Lee,Jung-Won,Lee,0000-0001-8922-063X,,,,
Jung Lee,JUNG YEON,LEE,0009-0003-1784-8059,Yonsei University,https://ror.org/01wjejq96,,
Jung Lee,Jung Hwan,Lee,0000-0002-1393-7105,,,,
Jung Lee,Jung Wook,Lee,0000-0003-4166-0315,Kosin University,https://ror.org/024b57v39,,
Jung Lee,Hee Jung,Lee,0000-0001-7825-9475,Keimyung University Dongsan Medical Center,65673,1992,
Jung Lee,Jung Ho,Lee,0000-0002-0789-0259,,,,
Jung Lee,JUNG HEE,LEE,0009-0005-2625-2702,,,,
Jung Lee,Hye jung,Lee,0000-0001-5629-6611,,,,
Jung Lee,PEI JUNG,LEE,0009-0006-5008-2878,,,,
Jung Lee,Eun-Jung,Lee,0000-0001-9468-9694,,,,
Jung Lee,Jung Soo,Lee,0000-0002-9920-0306,Ewha Womans University,https://ror.org/053fp5c05,2024,
Jung Lee,Jung Soo,Lee,0000-0002-9920-0306,Ewha Womans University,,2020,2024
Jung Lee,Jung-Nam,Lee,0000-0002-2058-5048,Electronics and Telecommunications Research Institute,https://ror.org/03ysstz10,,
Jung Lee,Jung Sun,Lee,0000-0001-7141-0945,,,,
Jung Lee,Hee-jung,LEE,0009-0002-5740-405X,NFRDI,https://ror.org/02chzeh21,,
Jung Lee,Jung-Hee,Lee,0009-0002-1076-0735,,,,
Jung Lee,Ho Jung,Lee,0000-0001-9674-6429,Soonchunhyang University Hospital Cheonan,65371,2017,
Jung Lee,Da-Jung,Lee,0000-0001-6449-5039,,,,
Jung Lee,Sun Jung,Lee,0000-0002-1087-2051,,,,
Jung Lee,Sook Jung,Lee,0000-0001-9305-7265,,,,
Jung Lee,Jung won,lee,0000-0002-7945-1618,,,,
Jung Lee,Jung-Suk,Lee,0000-0002-3850-8438,NEB. Co.,,2024,
Jung Lee,Jung-Suk,Lee,0000-0002-3850-8438,Neoenbiz. Co.,,2002,2024
Jung Lee,EUN JUNG,LEE,0000-0001-6958-0312,,,,
Jung Lee,Kuo-Jung,Lee,0000-0002-7388-4738,,,,
Jung Lee,jung won,lee,0000-0003-1846-3153,,,,
Jung Lee,Jung-soo,Lee,0000-0003-0401-084X,Seoul Sacred heart general hospital ,,,
Jung Lee,Jung Suk,Lee,0000-0001-5914-4429,"Department of Orthopedic Surgery, Yeson Hospital",,,
Jung Lee,Jung-Hun,Lee,0000-0003-0293-0837,,,,
Jung Lee,JUNG HOON,LEE,0009-0000-7797-0206,,,,
Jung Lee,Mu-Jung,Lee,0000-0002-9545-5184,,,,
Jung Lee,Jung-Rim,Lee,0000-0003-1795-1390,,,,
Jung Lee,Soo Jung,Lee,0000-0002-2687-545X,,,,
Jung Lee,Jung-uk,Lee,0000-0001-5638-243X,,,,
Jung Lee,Jung Lyul,Lee,0000-0001-9410-9725,,,,
Jung Lee,Meng-Jung,Lee,0009-0004-5422-2466,University of Freiburg,https://ror.org/0245cg223,2020,
Jung Lee,Jung-Hyung,Lee,0000-0002-3446-0019,Mokpo National Maritime University,http://dx.doi.org/10.13039/501100002535,2017,
Jung Lee,JUNG HEE,LEE,0009-0002-9329-2497,Korea Research Institute of Ships and Ocean Engineering,https://ror.org/0046ap498,2016,
Jung Lee,Hyun Jung,Lee,0000-0002-8473-4989,,,,
Jung Lee,Jung Seok,Lee,0000-0002-4899-5145,,,,
Jung Lee,Hyun Jung,Lee,0009-0004-4307-631X,Le Mans Université,https://ror.org/01mtcc283,2022,
Jung Lee,Youn-Jung,Lee,0009-0003-1672-5479,,,,
Jung Lee,Yoo Jung,Lee,0009-0000-0683-9710,Korea University,https://ror.org/047dqcg40,,
Jung Lee,Se Jung,Lee,0000-0003-3206-6082,,,,
Jung Lee,Jung-Moo,Lee,0000-0002-7798-8905,,,,
Jung Lee,In-Jung,Lee,0000-0001-7154-4820,,,,
Jung Lee,Jung-Eun,Lee,0000-0003-4775-7943,,,,
Jung Lee,Jea Jung,Lee,0009-0001-5937-9073,,,,
Jung Lee,Jung Hyuk,Lee,0000-0002-0840-3352,,,,
Jung Lee,Jung-Ah,Lee,0009-0003-1278-7912,EAN Technology,,2025,
Jung Lee,Jung-Ah,Lee,0009-0003-1278-7912,Building Science Labs,,2023,2025
Jung Lee,Jung-Kul,Lee,0000-0001-7384-5301,Konkuk University,grid.258676.8,,
Jung Lee,Jung Woo,Lee,0000-0003-4705-9248,Pusan National University,https://ror.org/01an57a31,,
Jung Lee,hyun jung,lee,0000-0003-2764-9339,,,,
Jung Lee,Jung Ah,Lee,0000-0003-4989-9670,,,,
Jung Lee,Jung Wook,Lee,0000-0002-8461-4741,Hyundai Motors (South Korea),https://ror.org/016kvft77,,
Jung Lee,Jung Min,Lee,0000-0001-9838-0424,Hallym University Dongtan Sacred Heart Hospital,366256,2022,
Jung Lee,Jung Min,Lee,0000-0001-9838-0424,Gangnam Severance Hospital,grid.459553.b,2021,2022
Jung Lee,Jung Min,Lee,0000-0001-9838-0424,Seoul National University College of Medicine,37990,2020,2021
Jung Lee,Jung Min,Lee,0000-0001-9838-0424,Kangdong Sacred Heart Hospital,37993,2012,2017
Jung Lee,Hee Jung,Lee,0000-0002-8663-8624,,,,
Jung Lee,Jung Hoon,Lee,0000-0002-3592-0566,,,,
Jung Lee,Jung-Man,Lee,0000-0002-7115-2939,,,,
Jung Lee,Jung Yeon,Lee,0000-0001-6162-5571,,,,
Jung Lee,Jung-Il,Lee,0000-0001-8143-5513,Samsung Medical Center,36626,,
Jung Lee,Da Jung,Lee,0009-0009-2172-3543,,,,
Jung Lee,JUNG RO,LEE,0000-0002-9596-3330,National Institute of Ecology,418348,2014,
Jung Lee,Jung Sick,Lee,0000-0001-6292-328X,,,,
Jung Lee,JUNG EUN,LEE,0009-0009-7608-0709,,,,
Jung Lee,Min Jung,Lee,0009-0005-0384-6719,Sungkyunkwan University,https://ror.org/04q78tk20,2024,
Jung Lee,Jung Eun,Lee,0000-0002-1195-3427,University of Rhode Island,https://ror.org/013ckk937,2024,
Jung Lee,Jung Eun,Lee,0000-0002-1195-3427,University of Rhode Island,https://ror.org/013ckk937,2017,2024
Jung Lee,Jung-Hoon,Lee,0000-0002-3306-8728,,,,
Jung Lee,Jung Eun,Lee,0000-0002-8401-2839,Catholic University of Korea,26713,2019,
Jung Lee,JUNG SU,LEE,0009-0005-3556-0029,,,,
Jung Lee,Jung A,LEE,0000-0001-6056-2660,,,,
Jung Lee,Jung Wan,Lee,0000-0002-8885-6385,Anhui University of Finance and Economics,grid.464226.0,2019,
Jung Lee,Jung Wan,Lee,0000-0002-8885-6385,Boston University,1846,2009,2019
Jung Lee,Eun Jung,Lee,0009-0000-3829-0371,,,,
Jung Lee,Jung Hee ,Lee,0009-0005-2831-0515,,,,
Jung Lee,Jung Young,Lee,0000-0002-6387-6785,Kangnam St Peter's Hospital,,2022,
Jung Lee,Jung-Hun,Lee,0000-0002-4016-1787,Sungkyunkwan University - Suwon Campus,65666,2018,
Jung Lee,So Jung,Lee,0000-0001-8253-1953,,,,
Jung Lee,Jung-Hyun,Lee,0000-0002-9662-1703,Korea University,https://ror.org/047dqcg40,2014,
Jung Lee,Jung-Hyun,Lee,0000-0002-9662-1703,Korea Institute of Science and Technology,https://ror.org/05kzfa883,2012,2014
Jung Lee,Jung-Hyun,Lee,0000-0002-9662-1703,National Institute of Standards and Technology,10833,2010,2012
Jung Lee,Jung-Hyun,Lee,0000-0002-9662-1703,KCC Corporation Research and Development Centre,201603,2000,2006
Jung Lee,Jung Bok,Lee,0000-0001-9227-2027,Sookmyung Women's University Department of Biological Sciences,204186,2020,
Jung Lee,Jung Bok,Lee,0000-0001-9227-2027,Yonsei University,26721,2017,
Jung Lee,Jung Su,Lee,0009-0004-6822-4569,Yonsei University,https://ror.org/01wjejq96,,
Jung Lee,Yu Jung,Lee,0000-0003-3442-4816,,,,
Jung Lee,Jung Min,Lee,0000-0002-5341-8529,,,,
Jung Lee,JUNG HOO,LEE,0009-0008-8934-442X,Pukyong National University,https://ror.org/0433kqc49,,
Jung Lee,Jung Woo,Lee,0000-0002-4576-8705,,,,
Jung Lee,Meng-Jung,Lee,0000-0002-3277-6116,,,,
Jung Lee,Jung-Hyun,Lee,0000-0003-0787-2592,Korea Institute of Ocean Science & Technology,65355,,
Jung Lee,Jung-In,Lee,0009-0006-3464-5458,,,,
Jung Lee,JUNG OH,LEE ,0009-0005-6502-8164,아주대학교,https://ror.org/03tzb2h73,2008,
Jung Lee,Eun Jung,Lee,0000-0001-5145-4449,,,,
Jung Lee,Chia-Jung,Lee,0000-0003-1873-7230,,,,
Jung Lee,Jung-Rok,Lee,0000-0002-3518-3965,Stanford University,6429,,
Jung Lee,Jung-Rok,Lee,0000-0002-3518-3965,Ewha Womans University,26717,,
Jung Lee,Jung Hyun,Lee,0000-0002-9347-7232,,,,
Jung Lee,Hyun-Jung,Lee,0000-0001-9304-6021,,,,
Jung Lee,Yun Jung,Lee,0000-0001-5415-5735,,,,
Jung Lee,Jung Hyun,Lee,0000-0001-5767-1444,,,,
Jung Lee,Jung Moo ,Lee,0000-0001-5245-7799,,,,
Jung Lee,JUNG AE,LEE,0000-0001-7286-3890,,,,
Jung Lee,Jung Yeon,Lee,0009-0006-9823-6979,"Rutgers, The State University of New Jersey",https://ror.org/05vt9qd57,,
Jung Lee,Jung Woo,Lee,0000-0003-1509-6909,Korea University,34973,,
Jung Lee,Jung Woo,Lee,0000-0003-1509-6909,Korea University,https://ror.org/047dqcg40,2023,
Jung Lee,Jung A,Lee,0009-0001-6753-1477,Jeju National University,https://ror.org/05hnb4n85,2017,
Jung Lee,Hye Jung,Lee,0000-0002-6046-5120,,,,
Jung Lee,Jung Myung,Lee,0000-0002-1904-5335,Kyung Hee University Medical Center,36647,2016,
Jung Lee,Jung Myung,Lee,0000-0002-1904-5335,Armed Forces Capital Hospital,90156,2014,2015
Jung Lee,Jung Myung,Lee,0000-0002-1904-5335,Severance Hospital,54678,2012,2014
Jung Lee,Jung Myung,Lee,0000-0002-1904-5335,Government of the Republic of Korea Ministry of Health and Welfare,65415,2011,2012
Jung Lee,Jung Myung,Lee,0000-0002-1904-5335,Government of the Republic of Korea Ministry of Health and Welfare,65415,2009,2011
Jung Lee,Jung Myung,Lee,0000-0002-1904-5335,Severance Hospital,54678,2005,2009
Jung Lee,Jung Myung,Lee,0000-0002-1904-5335,Severance Hospital,54678,2004,2005
Jung Lee,Jung Yeon,Lee,0000-0001-7011-620X,Konkuk University Chungju Hospital,58932,,
Jung Lee,Jung Hwa,Lee,0000-0002-4464-3521,Ewha Women's University Mokdong Hospital,71640,2019,
Jung Lee,Jung soo,Lee,0000-0003-2770-0528,,,,
Jung Lee,Hyun-Jung,Lee,0000-0002-7498-0705,Severance Hospital,https://ror.org/044kjp413,2023,
Jung Lee,Hyun-Jung,Lee,0000-0002-7498-0705,Seoul National University Hospital,58927,2020,2023
Jung Lee,Hyun-Jung,Lee,0000-0002-7498-0705,Seoul National University Hospital,58927,2018,2020
Jung Lee,Yoon Jung,Lee,0009-0004-8781-6631,,,,
Jung Lee,Jung-Woo,Lee,0009-0005-8274-9262,,,,
Jung Lee,Jung-Bum,Lee,0000-0002-8732-7457,University of Toyama,https://ror.org/0445phv87,,
Jung Lee,Jung-soo,Lee,0000-0001-9281-7111,,,,
Jung Lee,Jung Young,Lee,0000-0003-3112-0366,Northern Illinois University,2848,,
Jung Lee,Sue Jung,Lee,0009-0007-8275-7902,Korea University,https://ror.org/047dqcg40,2021,
Jung Lee,Yi-Jung,Lee,0000-0002-9492-6714,,,,
Jung Lee,JUNG MIN,LEE,0009-0001-5275-3587,Sungkyul University,https://ror.org/02dzzka09,,
Jung Lee,Jung-Won,Lee,0000-0003-2443-7074,,,,
Jung Lee,Jung-Hee,Lee,0000-0002-6889-9126,Chosun University College of Medicine,89481,,
Jung Lee,Jung-sug,Lee,0000-0001-8738-6409,,,,
Jung Lee,Jung Hun,Lee,0000-0002-8001-2671,Massachusetts Institute of Technology,https://ror.org/042nb2s44,,
Jung Lee,Mi Jung,Lee,0000-0003-1194-5918,Korea Polar Research Institute,123591,2010,
Jung Lee,Jung-Kyu,Lee,0000-0002-0023-1883,,,,
Jung Lee,MIN JUNG,LEE,0009-0007-8293-2256,E-Da Hospital,https://ror.org/00eh7f421,,
Jung Lee,Chang-Jung,Lee,0009-0008-9841-1874,University of Minnesota,https://ror.org/017zqws13,,
Jung Lee,Jung-Ting,Lee,0000-0002-8638-2235,,,,
Jung Lee,Tae-Jung,Lee,0000-0002-4175-770X,경희대학교,,2005,
Jung Lee,Min Jung,Lee,0000-0001-8293-3418,Dong-A ST Research Center,235006,,
Jung Lee,Han-Jung,Lee,0000-0001-8990-5743,Academia Sinica,https://ror.org/05bxb3784,2024,
Jung Lee,Han-Jung,Lee,0000-0001-8990-5743,Texas A&M University,,2018,2023
Jung Lee,Jung Woo,Lee,0000-0002-1276-330X,,,,
Jung Lee,Woo jung,Lee,0000-0001-9273-261X,,,,
Jung Lee,Jung-Soon,Lee,0000-0002-9343-2085,,,,
Jung Lee,Jung-Woo,Lee,0000-0001-7205-8525,,,,
Jung Lee,Hyun Jung,Lee,0000-0002-3942-405X,Kyungpook National University School of Medicine,65672,,
Jung Lee,Min Jung,Lee,0000-0001-9090-5863,,,,
Jung Lee,jung-hwa,lee,0000-0003-2487-0513,Kyung Hee University Hospital at Gangdong,58937,,
Jung Lee,Jung Min,Lee,0009-0009-7606-0273,,,,
Jung Lee,hyun jung,Lee,0009-0009-6939-5286,Kyungpook National University,https://ror.org/040c17130,,
Jung Lee,Jung-Jae,Lee,0000-0003-1685-2569,University of Colorado Denver,https://ror.org/02hh7en24,2015,
Jung Lee,Jung-Jae,Lee,0000-0003-1685-2569,Massachusetts Institute of Technology,2167,2011,2015
Jung Lee,Jung-Jae,Lee,0000-0003-1685-2569,University of Notre Dame,6111,2009,2011
Jung Lee,Sun Jung,Lee,0009-0006-7446-9743,,,,
Jung Lee,Eui Jung,Lee,0000-0001-8065-2014,Korea University Anam Hospital,37997,2017,
Jung Lee,Eui Jung,Lee,0000-0001-8065-2014,Seoul National University Hospital,58927,2013,
Jung Lee,Jung Eun,Lee,0009-0008-6308-5765,,,,
Jung Lee,Jung Weol,Lee,0009-0008-3962-495X,국립원예특작과학원,https://ror.org/040ybh559,2011,
Jung Lee,Eun Jung,Lee,0000-0002-2911-1818,,,,
Jung Lee,JUNG YUN,LEE,0009-0007-7040-400X,,,,
Jung Lee,Jung Kwon,Lee,0000-0003-0940-2930,University of Calgary,2129,2016,
Jung Lee,Hyeun Jung,Lee,0000-0001-7319-6874,University of Massachusetts Boston,https://ror.org/04ydmy275,2024,
Jung Lee,Hyeun Jung,Lee,0000-0001-7319-6874,"Rotman School of Management, University of Toronto",http://dx.doi.org/10.13039/501100014131,2023,2024
Jung Lee,Jung jun,Lee,0009-0001-5808-4927,Chonnam National University,https://ror.org/05kzjxq56,,
Jung Lee,Jung-Woo,Lee,0000-0001-9902-347X,,,,
Jung Lee,Min-Jung,Lee,0000-0003-3943-8133,,,,
Jung Lee,Jung Keun,Lee,0000-0002-3165-3675,Midwestern University,3541,,
Jung Lee,Min Jung,Lee,0000-0002-5488-7626,University of North Dakota,https://ror.org/04a5szx83,2023,
Jung Lee,Hyo-Jung,Lee,0009-0009-1936-457X,,,,
Jung Lee,Jung Lee,Lee,0009-0006-4265-8128,University of Washington,https://ror.org/00cvxb145,,
Jung Lee,Hyun Jung,Lee,0000-0003-3516-9933,Friedrich-Alexander-Universität Erlangen-Nürnberg,http://dx.doi.org/10.13039/501100001652,2017,
Jung Lee,Hyun Jung,Lee,0000-0003-3516-9933,Friedrich-Alexander University,,2016,2017
Jung Lee,Hyun Jung,Lee,0000-0003-3516-9933,Law Office Yulli,,2013,2015
Jung Lee,jung eun,Lee,0009-0004-3542-6949,Kangwon National University,https://ror.org/01mh5ph17,,
Jung Lee,Mi Jung,Lee,0000-0002-2753-8105,,,,
Jung Lee,Su Jung,Lee,0009-0001-9360-6372,Eulji University,https://ror.org/005bty106,2022,
Jung Lee,Jung-Shun ,Lee,0000-0003-4268-2161,,,,
Jung Lee,Hyun Jung,Lee,0000-0002-2995-6060,Pusan National University Yangsan Hospital,194197,2015,
Jung Lee,Chia-Jung,Lee,0000-0003-2280-0116,,,,
Jung Lee,Jung Won,Lee,0000-0001-6531-253X,ESSEC Business School,https://ror.org/02dga6j42,2019,
Jung Lee,Jung min,Lee,0000-0002-8249-2920,,,,
Jung Lee,Jung-Joo,Lee,0000-0002-7414-1936,National University of Singapore,,2024,
Jung Lee,Jung-Joo,Lee,0000-0002-7414-1936,National University of Singapore,,2014,2023
Jung Lee,Jung Hwan ,Lee,0000-0001-7567-0664,,,,
Jung Lee,Jung hyo,Lee,0009-0002-3918-011X,Korea Advanced Institute of Science and Technology,https://ror.org/05apxxy63,,
Jung Lee,Jung Seok,Lee,0009-0000-7297-0936,,,,
Jung Lee,Jung-Seok,Lee,0000-0003-1276-5978,Yonsei University College of Dentistry,65513,,
Jung Lee,Jung-San,Lee,0000-0001-7030-2985,,,,
Jung Lee,JUNG-HOON,LEE,0000-0003-3229-6427,Soon Chun Hyang University Cheonan Hospital,https://ror.org/04h8jph19,2022,
Jung Lee,JUNG-HOON,LEE,0000-0003-3229-6427,City University of Hong Kong,53025,2018,
Jung Lee,JUNG-HOON,LEE,0000-0003-3229-6427,Seoul National University,26725,2018,2018
Jung Lee,JUNG-HOON,LEE,0000-0003-3229-6427,University of California San Francisco ,8785,2017,2017
Jung Lee,JUNG-HOON,LEE,0000-0003-3229-6427,University of Chicago,2462,2014,2017
Jung Lee,JUNG-HOON,LEE,0000-0003-3229-6427,Seoul National University,26725,2014,2014
Jung Lee,Jung-Youn,Lee,0000-0003-4604-7974,University of Delaware,5972,,
Jung Lee,Hyun Jung,Lee,0009-0001-0910-3503,Korea University,https://ror.org/047dqcg40,,
Jung Lee,So Jung,Lee,0009-0004-6516-5997,,,,
Jung Lee,Jung-Yong,Lee,0000-0002-5347-8230,,,,
Jung Lee,Yoon Jung ,Lee ,0000-0002-9063-6971,,,,
Jung Lee,TSUNG JUNG,LEE,0009-0008-3974-1195,,,,
Jung Lee,JUNG OK,LEE,0000-0002-0048-5322,Chung-Ang University,https://ror.org/01r024a98,,
Jung Lee,Hyun Jung,Lee,0009-0005-9845-0564,,,,
Jung Lee,Jung Sub,Lee,0000-0002-2742-1601,Pusan National University,https://ror.org/01an57a31,,
Jung Lee,Ho Jung,Lee,0009-0008-3122-8493,,,,
Jung Lee,Jung Eun,Lee,0009-0005-5758-1875,Universidad de Buenos Aires,https://ror.org/0081fs513,2019,
Jung Lee,Mee-Jung,Lee,0000-0001-7526-9088,,,,
Jung Lee,Jung Hun,Lee,0000-0002-4799-6277,,,,
Jung Lee,Jung-Yun,Lee,0000-0003-3931-8174,Korea Institute of Geoscience and Mineral Resources,65679,,
Jung Lee,Jung-Yun,Lee,0000-0003-3931-8174,Chungbuk National University,34933,,
Jung Lee,Hyun-Jung,Lee,0009-0006-4114-0386,,,,
Jung Lee,Jung Min,Lee,0000-0003-0924-4215,,,,
Jung Lee,Su-Jung,Lee,0000-0001-5346-9126,,,,
Jung Lee,Jung Yeon,Lee,0009-0005-9052-5912,Seoul St. Mary's Hospital,https://ror.org/056cn0e37,,
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,Kyung Hee University,https://ror.org/01zqcg218,2024,
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,Kyung Hee University,https://ror.org/01zqcg218,2016,
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,Kyung Hee University,https://ror.org/01zqcg218,2014,
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,Kyung Hee University,https://ror.org/01zqcg218,2005,2035
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,Kyung Hee University,https://ror.org/01zqcg218,2015,2018
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,Kyung Hee University,https://ror.org/01zqcg218,2006,2018
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,Kyung Hee University,https://ror.org/01zqcg218,2005,2015
Jung Lee,Jung Hee,Lee,0000-0001-8482-1065,Kyung Hee University,https://ror.org/01zqcg218,1996,2004
