input,given,family,orcid,name,identifier,department,degree,start,end
"Garcia,E. A.",Mariana E.,Garcia-Ascolani,0000-0003-4920-4437,University of Florida,https://ror.org/02y3ad647,Department of Animal Sciences,Master of Science,2014,2016
"Garcia,E. A.",Mariana E.,Garcia-Ascolani,0000-0003-4920-4437,Universidad Nacional de Asuncion,,,Agricultural Engineer,2006,2011
"Garcia,E. A.",Cesar E.,Garcia-Ortiz,0000-0002-7224-6718,Universidad Autónoma de Nuevo León,http://dx.doi.org/10.13039/501100004685,CICFIM,PhD,2009,2013
"Garcia,E. A.",Cesar E.,Garcia-Ortiz,0000-0002-7224-6718,Universidad Autónoma de Nuevo León,http://dx.doi.org/10.13039/501100004685,Facultad de Ciencias Físico Matemáticas,Bachelor in Physics,2003,2009
"Garcia,E. A.",Alma E.,Garcia-Morales,0000-0003-2216-8579,Colegio de la Frontera Sur Unidad Chetumal,117428,Zooplancton y Oceanografía,Doctora en Ciencias,2009,2013
"Garcia,E. A.",Perla E,Garcia Casillas,0000-0003-2139-1154,Centro de Investigación en Materiales Avanzados,https://ror.org/03h954e30,,Doctorado en Ciencias de Materiales,1996,2020
"Garcia,E. A.",Emmanuel E.,Garcia Morales,0000-0003-2239-6125,Johns Hopkins University,1466,Economics,PhD,,2018
"Garcia,E. A.",Emmanuel E.,Garcia Morales,0000-0003-2239-6125,Instituto Tecnológico Autónomo de México,27741,Economics,BA,2005,2010
"Garcia,E. A.",Jose E,Garcia-Rellan,0000-0003-2112-6553,Universitat de València,16781,Surgery department,Doctor in Medicine,2013,2019
"Garcia,E. A.",Jose E,Garcia-Rellan,0000-0003-2112-6553,Miguel Hernandez University,grid.26811.3c,,Master in Medical Clinical Research,2013,2014
"Garcia,E. A.",Jose E,Garcia-Rellan,0000-0003-2112-6553,Hospital Universitari i Politècnic La Fe,16273,, Specialist in orthopedic surgery and traumatology,2006,2011
"Garcia,E. A.",Jose E,Garcia-Rellan,0000-0003-2112-6553,Universitat de València,16781,,Licensed in Medicine,1999,2005
"Garcia,E. A.",Yair E,Garcia Pacheco,0000-0003-0974-5650,Universidad del Atlántico,28001,FACULTAD DE NUTRICIÓN ,MAGISTER EN SEGURIDAD ALIMENTARIA Y NUTRICIONAL,2015,2017
"Garcia,E. A.",Yair E,Garcia Pacheco,0000-0003-0974-5650,Universidad del Atlántico,28001,Facultad de Ingeniería ,"DIPLOMADO EN AGROINDUSTRIA: ORGANOPONIA, LOMBRICULTURA y BIOMETELIZACION. ",2014,2014
"Garcia,E. A.",Yair E,Garcia Pacheco,0000-0003-0974-5650,Servicio National de Aprendizaje,125414,,ESPECIALISTA EN SISTEMAS DE TRAZABILIDAD PARA LA INDUSTRIA DE ALIMENTOS,2011,2011
"Garcia,E. A.",Yair E,Garcia Pacheco,0000-0003-0974-5650,Universidad del Atlántico,28001,Facultad de Ingeniería,INGENIERO AGROINDUSTRIAL,1999,2005
"Garcia,E. A.",Laura E.,Gonzalez Garcia,0000-0002-6949-2432,,,,,,
"Garcia,E. A.",E.,Ceballos-Garcia,0000-0001-6450-0926,,,,,,
"Garcia,E. A.",E,GARCIA ALVAREZ,0009-0002-8723-061X,,,,,,
"Garcia,E. A.",Eduardo E.,Garcia Cardenas,0000-0002-7436-7775,Universidad Nacional Autónoma de México,https://ror.org/01tmp8f25,Posgrado en Ciencias del Mar y Limnología,PhD,2020,2024
"Garcia,E. A.",Eduardo E.,Garcia Cardenas,0000-0002-7436-7775,Universidad Nacional Autónoma de México,https://ror.org/01tmp8f25,Posgrado en Ciencias del Mar y Limnología,MsC,2017,2019
"Garcia,E. A.",Eduardo E.,Garcia Cardenas,0000-0002-7436-7775,Universidad Nacional Autónoma de México,https://ror.org/01tmp8f25,Facultad de Ciencias,Licenciatura,2011,2016
"Garcia,E. A.",Eric E.,Martinez-Garcia,0000-0002-0571-4550,"UNAM, campus Morelia",,Centro de Radioastronomia y Astrofisica,PhD in Astronomy,2004,2009
"Garcia,E. A.",Eric E.,Martinez-Garcia,0000-0002-0571-4550,UNAM,,Instituto de Astronomia,Master in Astronomy,2002,2004
"Garcia,E. A.",Eric E.,Martinez-Garcia,0000-0002-0571-4550,UNAM,,Facultad de Ingenieria,Bachelor’s degree in Geodetic Engineering,1997,2002
"Garcia,E. A.",Rodrigo E.,Vera Garcia,0000-0001-9032-7194,Universitat Autònoma de Barcelona,16719,,Ph.D. Microbiology,2012,2016
"Garcia,E. A.",Rodrigo E.,Vera Garcia,0000-0001-9032-7194,Autonomous University of Barcelona,grid.7080.f,,Master Microbiologia aplicada,2012,2013
"Garcia,E. A.",Rodrigo E.,Vera Garcia,0000-0001-9032-7194,Universidad de Concepcion,28056,,Biologist,2006,2011
"Garcia,E. A.",MARTHA E.,GARCIA-AGUILERA,0000-0002-9517-1763,,,,,,
"Garcia,E. A.",Martin E,Garcia Sola,0000-0002-0229-8870,,,,,,
"Garcia,E. A.",Kelly E,Garcia,0009-0006-8923-383X,George Mason University,https://ror.org/02jqj7156,College of Public Health,"Masters of Public Health, Epidemiology",,
"Garcia,E. A.",Marta E.,Hernández Garcia ,0000-0002-8003-9778,,,,,,
"Garcia,E. A.",Larry E.,Lopez-Garcia,0009-0000-7249-7093,Universidad Nacional de Colombia,https://ror.org/059yx9a68,Departamento de Biología,Biólogo,2015,2022
"Garcia,E. A.",NELSON E.,GARCIA OSORIO,0000-0002-4732-9597,Universidad Andina Simón Bolívar,27886,,Magister en Relaciones Internacionales,2011,2012
"Garcia,E. A.",NELSON E.,GARCIA OSORIO,0000-0002-4732-9597,Universidad Andina Simón Bolívar,27886,,Diploma Superior en Economía y Finanzas,2010,2011
"Garcia,E. A.",NELSON E.,GARCIA OSORIO,0000-0002-4732-9597,Universidad Central del Ecuador,27888,,Economista,1981,1986
"Garcia,E. A.",Pedro E.,Garcia Q.,0000-0001-8175-0871,,,,,,
"Garcia,E. A.",MARIA  E. ,  JAY  GARCIA,0000-0003-1596-354X,,,,,,
"Garcia,E. A.",CARLOS E.,SAAVEDRA GARCIA,0000-0002-1815-5380,,,,,,
"Garcia,E. A.",Perla E,Garcia Casillas,0000-0002-2208-7309,,,,,,
"Garcia,E. A.",Jorge E,Garcia-Negron,0000-0001-8510-0155,,,,,,
"Garcia,E. A.",Luis E.,Garcia Martinez,0000-0002-5129-7065,Columbia University,https://ror.org/00hj8s172,Mathematics,PhD,2007,2013
"Garcia,E. A.",Barbara E,Garcia Moreno,0009-0003-5456-4522,,,,,,
"Garcia,E. A.",Juan E,Garcia Lopez,0009-0000-8453-9967,,,,,,
"Garcia,E. A.",Nathaniel E.,Garcia-Vasquez,0009-0005-9010-291X,,,,,,
"Garcia,E. A.",Sara E.,Garcia-Morales,0009-0007-9076-2138,,,,,,
"Garcia,E. A.",Luis E.,Bonifacio-Garcia ,0000-0002-4698-6624,,,,,,
"Garcia,E. A.",Victor E,Gomez Garcia,0009-0007-6823-3045,,,,,,
"Garcia,E. A.",Amarillys E.,Garcia-Perez,0009-0004-8018-722X,University of Miami School of Law,,School of Law,Doctor of Jurisprudence,1988,1991
"Garcia,E. A.",Amarillys E.,Garcia-Perez,0009-0004-8018-722X,Florida International University,https://ror.org/02gz6gg07,Politics and International Relationos,Bachelor of the Arts in Political Science,1984,1987
"Garcia,E. A.",Leonardo E.,Garcia Manosalva,0009-0002-0658-621X,,,,,,
"Garcia,E. A.",Victoria E.,Garcia-Vera,0000-0002-8590-8418,,,,,,
"Garcia,E. A.",Dalia E,Garcia Rizo,0009-0008-4342-4264,,,,,,
"Garcia,E. A.",Paholo E.,Ruiz de Castilla Garcia,0009-0001-2128-0908,Universidad Nacional del Folklore José María Arguedas,,Lima,Bachiller en Educación Arte y Cultura,2001,2012
"Garcia,E. A.",José Manuel e,Santos Silva Garcia Revez,0000-0003-2950-3237,Universidade de Lisboa,37809,Faculdade de Belas-Artes,Doutoramento,2016,
"Lee,J.",J,Lee,0000-0003-3670-6489,,,,,,
"Lee,J.",J.,Lee,0000-0002-5679-4722,,,,,,
"Lee,J.",J,Lee,0000-0003-4603-601X,,,,,,
"Lee,J.",J,Lee,0000-0001-7811-7274,,,,,,
"Lee,J.",Anthony J.,Lee,0000-0001-8466-2594,,,,,,
"Lee,J.",Tomie J.,Lee,0000-0003-3327-713X,Blekinge Tekniska Högskola,,Software engineering,,2018,2020
"Lee,J.",Seung J.,Lee,0000-0002-2140-6929,Seoul National University,26725,Physics,BS & MS,,
"Lee,J.",Seung J.,Lee,0000-0002-2140-6929,University at Buffalo SUNY,http://dx.doi.org/10.13039/100008209,Physics,PhD,,
"Lee,J.",Helen J,Lee,0000-0003-2086-1775,,,,,,
"Lee,J.",J. Eugene,Lee,0000-0001-8625-6418,,,,,,
"Lee,J.",Albert J.,Lee,0000-0002-8904-0417,,,,,,
"Lee,J.",James J.,Lee,0000-0001-6244-2515,,,,,,
"Lee,J.",Jessica J.,Lee,0000-0003-4721-1422,York University,grid.21100.32,Humanities,PhD,2011,2016
"Lee,J.",J Michael,Lee,0000-0003-3211-6000,,,,,,
"Lee,J.",SoJeong J.,Lee,0000-0001-9641-7561,,,,,,
"Lee,J.",Esther J.,Lee,0000-0001-5114-6593,,,,,,
"Lee,J.",J.-S,Lee,0000-0003-3603-1557,,,,,,
"Lee,J.",J. S.,Lee,0000-0002-8263-2647,,,,,,
"Lee,J.",Sang J,LEE,0000-0002-0893-1411,,,,,,
"Lee,J.",Jason J,Lee,0000-0002-3865-2675,,,,,,
"Lee,J.",Senq-J,Lee,0000-0002-9346-4132,,,,,,
"Lee,J.",J. Alex,Lee,0000-0002-9800-3714,University of Minnesota,,Chemical Engineering and Materials Science,PhD,,2010
"Lee,J.",J. Alex,Lee,0000-0002-9800-3714,The Ohio State University,,Chemical Engineering,BS,,2003
"Lee,J.",Jennifer J,Lee,0000-0003-4407-0310,,,,,,
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Carnegie Mellon University,6612,Psychology,Ph.D,1994,2000
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,University of California Berkeley,1438,Cognitive Science,B.A.,1988,1994
"Lee,J.",Hye J.,Lee,0000-0001-5358-8715,,,,,,
"Lee,J.",J. Seth,Lee,0000-0002-9714-9287,,,,,,
"Lee,J.",Hee J,Lee,0009-0000-1811-3159,,,,,,
"Lee,J.",J. Quinn,Lee,0000-0003-3661-711X,University of Lethbridge,4512,Neuroscience,PhD,2014,2019
"Lee,J.",E. J.,Lee,0000-0001-5787-505X,,,,,,
"Lee,J.",Sang J.,Lee,0000-0001-7142-2890,Harvard School of Dental Medicine,,,Implantology,,
"Lee,J.",Sang J.,Lee,0000-0001-7142-2890,Harvard School of Dental Medicine,,,Master of Medical Science ,,
"Lee,J.",Sang J.,Lee,0000-0001-7142-2890,Harvard School of Dental Medicine,,,Advanced Graduate Prosthodontics ,,
"Lee,J.",Sang J.,Lee,0000-0001-7142-2890,University of Pennsylvania,,,D.M.D,,
"Lee,J.",J. Eugene,Lee,0009-0000-9091-8795,,,,,,
"Lee,J.",Grace J.,Lee,0009-0005-1508-7211,"University of California, San Diego",https://ror.org/0168r3w48,,B.Sc. biochemistry - cell biology / literatures in English,,
"Lee,J.",Grace J.,Lee,0009-0005-1508-7211,University College London,https://ror.org/02jx3x895,Nephrology / pharmacology,Ph.D.,,
"Lee,J.",Ben J,Lee,0000-0002-9395-318X,,,,,,
"Lee,J.",James J,Lee,0000-0001-6547-5128,Harvard University,,Psychology,Ph.D.,2006,2011
"Lee,J.",C J,Lee,0000-0001-7627-3804,,,,,,
"Lee,J.",Jae J.,Lee,0009-0006-4609-127X,,,,,,
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,University of Chicago,https://ror.org/024mw5h28,Committee on the History of Culture,Ph.D.,,
"Lee,J.",J. Jack,Lee,0000-0001-5469-9214,University of California Los Angeles,8783,Biostatistics,Ph.D.,1985,1989
"Lee,J.",J. Scott,Lee,0000-0001-7151-9828,,,,,,
"Lee,J.",Junia J.,Lee,0009-0009-7769-0410,,,,,,
"Lee,J.",J. Hannah,Lee,0000-0002-5487-3478,Washington State University,grid.30064.31,Counseling Psychology,Ph.D.,,2012
"Lee,J.",J. Hannah,Lee,0000-0002-5487-3478,Waseda University,grid.5290.e,Psychology,B.A.,2000,2004
"Lee,J.",Benjamin J.,Lee,0000-0002-1678-1345,,,,,,
"Lee,J.",Michelle J.,Lee,0000-0001-7481-9201,"University of California, Santa Barbara",https://ror.org/02t274463,"Ecology, Evolution, and Marine Biology",Ph.D.,2017,2023
"Lee,J.",P. J,Lee,0000-0002-6032-0028,,,,,,
"Lee,J.",James J,Lee,0000-0002-4366-4443,Imperial College London,http://dx.doi.org/10.13039/501100000761,Physics,PhD,2018,2022
"Lee,J.",James J,Lee,0000-0002-4366-4443,Imperial College London,http://dx.doi.org/10.13039/501100000761,Physics,MSc,2017,2018
"Lee,J.",James J,Lee,0000-0002-4366-4443,Imperial College London,http://dx.doi.org/10.13039/501100000761,Physics,BSc,2012,2015
"Lee,J.",Seung J,Lee,0009-0009-0492-3287,,,,,,
"Lee,J.",Seung J.,Lee,0000-0002-7756-0407,Cornell University,5922,Physics,PhD,2001,2007
"Lee,J.",J. Y. ,Lee,0000-0003-1573-7139,University of Bristol,1980,Department of Philosophy,PhD Philosophy,,
"Lee,J.",Doohyun J.,Lee,0009-0003-9998-9882,Yonsei University,https://ror.org/01wjejq96,School of Electrical and Electronic Engineering,Bachelor's degree,2020,2026
"Lee,J.",Jason J.,Lee,0000-0003-2490-2095,,,,,,
"Lee,J.",Anthony J.,Lee,0000-0001-8288-3393,University of Queensland,1974,The School of Psychology,PhD,2011,2015
"Lee,J.",Anthony J.,Lee,0000-0001-8288-3393,University of Queensland,1974,The School of Psychology,Bachelors of Psychological Science (Hons I),2007,2010
"Lee,J.",Mark J. W.,Lee,0000-0003-4845-8507,,,,,,
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,National Cancer Institute,3421,Cancer Prevention Fellowship,Post-doctoral ,2004,2008
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,"University of California, San Francisco and Berkeley",,Joint Program in Medical Anthropology,PhD,1998,2003
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,University of California Berkeley,1438,School of Public Health,MPH,1996,1998
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,Yale University,5755,History of Art,BA with distinction in the major,1990,1994
"Lee,J.",Justine J,Lee-Dodd,0000-0002-4657-7273,,,,,,
"Lee,J.",María J.,Rodríguez-San Lee,0009-0001-9734-9078,,,,,,
"Lee,J.",Terrence J.,Lee-St. John,0000-0002-7122-5245,Boston College,,,PhD,,
"Lee,J.",Terrence J.,Lee-St. John,0000-0002-7122-5245,Stanford University,https://ror.org/00f54p054,,BA,,
"Lee,J.",William J. Lee,William John Lee,0009-0004-2454-6275,,,,,,
"Lee,J. S. F.",Seung J.,Lee,0000-0002-7756-0407,Cornell University,5922,Physics,PhD,2001,2007
"Lee,J. S. F.",J. S.,Lee,0000-0002-8263-2647,,,,,,
"Lee,J. S. F.",Seung J.,Lee,0000-0002-2140-6929,Seoul National University,26725,Physics,BS & MS,,
"Lee,J. S. F.",Seung J.,Lee,0000-0002-2140-6929,University at Buffalo SUNY,http://dx.doi.org/10.13039/100008209,Physics,PhD,,
"Lee,J. S. F.",J.-S,Lee,0000-0003-3603-1557,,,,,,
"Lee,J. S. F.",Frank J.,Lee,0000-0003-0475-2552,Carnegie Mellon University,6612,Psychology,Ph.D,1994,2000
"Lee,J. S. F.",Frank J.,Lee,0000-0003-0475-2552,University of California Berkeley,1438,Cognitive Science,B.A.,1988,1994
"Lee,J. S. F.",J. Jack,Lee,0000-0001-5469-9214,University of California Los Angeles,8783,Biostatistics,Ph.D.,1985,1989
"Lee,J. S. F.",J,Lee,0000-0003-3670-6489,,,,,,
"Lee,J. S. F.",J.,Lee,0000-0002-5679-4722,,,,,,
"Lee,J. S. F.",J,Lee,0000-0003-4603-601X,,,,,,
"Lee,J. S. F.",J,Lee,0000-0001-7811-7274,,,,,,
"Lee,J. S. F.",Simon J. Craddock,Lee,0000-0001-6345-1237,National Cancer Institute,3421,Cancer Prevention Fellowship,Post-doctoral ,2004,2008
"Lee,J. S. F.",Simon J. Craddock,Lee,0000-0001-6345-1237,"University of California, San Francisco and Berkeley",,Joint Program in Medical Anthropology,PhD,1998,2003
"Lee,J. S. F.",Simon J. Craddock,Lee,0000-0001-6345-1237,University of California Berkeley,1438,School of Public Health,MPH,1996,1998
"Lee,J. S. F.",Simon J. Craddock,Lee,0000-0001-6345-1237,Yale University,5755,History of Art,BA with distinction in the major,1990,1994
"Lee,J. S. F.",Anthony J.,Lee,0000-0001-8466-2594,,,,,,
"Lee,J. S. F.",Tomie J.,Lee,0000-0003-3327-713X,Blekinge Tekniska Högskola,,Software engineering,,2018,2020
"Lee,J. S. F.",Helen J,Lee,0000-0003-2086-1775,,,,,,
"Lee,J. S. F.",J. Eugene,Lee,0000-0001-8625-6418,,,,,,
"Lee,J. S. F.",Albert J.,Lee,0000-0002-8904-0417,,,,,,
"Lee,J. S. F.",James J.,Lee,0000-0001-6244-2515,,,,,,
"Lee,J. S. F.",Jessica J.,Lee,0000-0003-4721-1422,York University,grid.21100.32,Humanities,PhD,2011,2016
"Lee,J. S. F.",J Michael,Lee,0000-0003-3211-6000,,,,,,
"Lee,J. S. F.",SoJeong J.,Lee,0000-0001-9641-7561,,,,,,
"Lee,J. S. F.",Esther J.,Lee,0000-0001-5114-6593,,,,,,
"Lee,J. S. F.",Sang J,LEE,0000-0002-0893-1411,,,,,,
"Lee,J. S. F.",Jason J,Lee,0000-0002-3865-2675,,,,,,
"Lee,J. S. F.",Senq-J,Lee,0000-0002-9346-4132,,,,,,
"Lee,J. S. F.",J. Alex,Lee,0000-0002-9800-3714,University of Minnesota,,Chemical Engineering and Materials Science,PhD,,2010
"Lee,J. S. F.",J. Alex,Lee,0000-0002-9800-3714,The Ohio State University,,Chemical Engineering,BS,,2003
"Lee,J. S. F.",Jennifer J,Lee,0000-0003-4407-0310,,,,,,
"Lee,J. S. F.",Hye J.,Lee,0000-0001-5358-8715,,,,,,
"Lee,J. S. F.",J. Seth,Lee,0000-0002-9714-9287,,,,,,
"Lee,J. S. F.",Hee J,Lee,0009-0000-1811-3159,,,,,,
"Lee,J. S. F.",J. Quinn,Lee,0000-0003-3661-711X,University of Lethbridge,4512,Neuroscience,PhD,2014,2019
"Lee,J. S. F.",E. J.,Lee,0000-0001-5787-505X,,,,,,
"Lee,J. S. F.",Sang J.,Lee,0000-0001-7142-2890,Harvard School of Dental Medicine,,,Implantology,,
"Lee,J. S. F.",Sang J.,Lee,0000-0001-7142-2890,Harvard School of Dental Medicine,,,Master of Medical Science ,,
"Lee,J. S. F.",Sang J.,Lee,0000-0001-7142-2890,Harvard School of Dental Medicine,,,Advanced Graduate Prosthodontics ,,
"Lee,J. S. F.",Sang J.,Lee,0000-0001-7142-2890,University of Pennsylvania,,,D.M.D,,
"Lee,J. S. F.",J. Eugene,Lee,0009-0000-9091-8795,,,,,,
"Lee,J. S. F.",Grace J.,Lee,0009-0005-1508-7211,"University of California, San Diego",https://ror.org/0168r3w48,,B.Sc. biochemistry - cell biology / literatures in English,,
"Lee,J. S. F.",Grace J.,Lee,0009-0005-1508-7211,University College London,https://ror.org/02jx3x895,Nephrology / pharmacology,Ph.D.,,
"Lee,J. S. F.",Ben J,Lee,0000-0002-9395-318X,,,,,,
"Lee,J. S. F.",James J,Lee,0000-0001-6547-5128,Harvard University,,Psychology,Ph.D.,2006,2011
"Lee,J. S. F.",C J,Lee,0000-0001-7627-3804,,,,,,
"Lee,J. S. F.",Jae J.,Lee,0009-0006-4609-127X,,,,,,
"Lee,J. S. F.",J. Scott,Lee,0009-0002-7812-3580,University of Chicago,https://ror.org/024mw5h28,Committee on the History of Culture,Ph.D.,,
"Lee,J. S. F.",J. Scott,Lee,0000-0001-7151-9828,,,,,,
"Lee,J. S. F.",Junia J.,Lee,0009-0009-7769-0410,,,,,,
"Lee,J. S. F.",J. Hannah,Lee,0000-0002-5487-3478,Washington State University,grid.30064.31,Counseling Psychology,Ph.D.,,2012
"Lee,J. S. F.",J. Hannah,Lee,0000-0002-5487-3478,Waseda University,grid.5290.e,Psychology,B.A.,2000,2004
"Lee,J. S. F.",Benjamin J.,Lee,0000-0002-1678-1345,,,,,,
"Lee,J. S. F.",Michelle J.,Lee,0000-0001-7481-9201,"University of California, Santa Barbara",https://ror.org/02t274463,"Ecology, Evolution, and Marine Biology",Ph.D.,2017,2023
"Lee,J. S. F.",P. J,Lee,0000-0002-6032-0028,,,,,,
"Lee,J. S. F.",James J,Lee,0000-0002-4366-4443,Imperial College London,http://dx.doi.org/10.13039/501100000761,Physics,PhD,2018,2022
"Lee,J. S. F.",James J,Lee,0000-0002-4366-4443,Imperial College London,http://dx.doi.org/10.13039/501100000761,Physics,MSc,2017,2018
"Lee,J. S. F.",James J,Lee,0000-0002-4366-4443,Imperial College London,http://dx.doi.org/10.13039/501100000761,Physics,BSc,2012,2015
"Lee,J. S. F.",Seung J,Lee,0009-0009-0492-3287,,,,,,
"Lee,J. S. F.",J. Y. ,Lee,0000-0003-1573-7139,University of Bristol,1980,Department of Philosophy,PhD Philosophy,,
"Lee,J. S. F.",Doohyun J.,Lee,0009-0003-9998-9882,Yonsei University,https://ror.org/01wjejq96,School of Electrical and Electronic Engineering,Bachelor's degree,2020,2026
"Lee,J. S. F.",Jason J.,Lee,0000-0003-2490-2095,,,,,,
"Lee,J. S. F.",Anthony J.,Lee,0000-0001-8288-3393,University of Queensland,1974,The School of Psychology,PhD,2011,2015
"Lee,J. S. F.",Anthony J.,Lee,0000-0001-8288-3393,University of Queensland,1974,The School of Psychology,Bachelors of Psychological Science (Hons I),2007,2010
"Lee,J. S. F.",Mark J. W.,Lee,0000-0003-4845-8507,,,,,,
"Lee,J. S. F.",Justine J,Lee-Dodd,0000-0002-4657-7273,,,,,,
"Lee,J. S. F.",María J.,Rodríguez-San Lee,0009-0001-9734-9078,,,,,,
"Lee,J. S. F.",Terrence J.,Lee-St. John,0000-0002-7122-5245,Boston College,,,PhD,,
"Lee,J. S. F.",Terrence J.,Lee-St. John,0000-0002-7122-5245,Stanford University,https://ror.org/00f54p054,,BA,,
"Lee,J. S. F.",William J. Lee,William John Lee,0009-0004-2454-6275,,,,,,
"Petterson,R.",Anthony R.,Petterson,0009-0001-1146-4690,,,,,,
"Salazar,C. E.",Laura C.,Salazar,0000-0003-3007-3836,Scotland's Rural College,https://ror.org/044e2ja82,Animal and Veterinary Science,PhD,2019,2023
"Salazar,C. E.",Laura C.,Salazar,0000-0003-3007-3836,University of Edinburgh,3124,The Royal (Dick) School of Veterinary Studies,MSc in Applied Animal Behaviour and Animal Welfare,2015,2016
"Salazar,C. E.",Laura C.,Salazar,0000-0003-3007-3836,Universidad de Concepción,28056,College of Veterinary Science (Facultad de Ciencias Veterinarias),Bachelor in Veterinary Medicine,2007,2012
"Salazar,C. E.",C. T.,Salazar,0000-0003-4742-062X,,,,,,
"Salazar,C. E.",Jean C.,Salazar,0000-0003-3271-6647,,,,,,
"Salazar,C. E.",Francisco C.,Ordaz-Salazar,0000-0003-2430-284X,,,,,,
"Salazar,C. E.",Paloma C. ,Salazar-Villanueva,0009-0009-3911-9803,,,,,,
"Salazar,C. E.",Domingo C.,Salazar-García,0000-0002-8017-0194,,,,,,
"Salazar,C. E.",Diana C. ,Moscote Salazar,0000-0003-1103-1163,Universidad de La Sabana,http://dx.doi.org/10.13039/501100010628,,Especialización en Medicina Física y Rehabilitación,2022,2025
"Salazar,C. E.",Diana C. ,Moscote Salazar,0000-0003-1103-1163,Universidad Icesi,28012,,Médico,2014,2020
"Tolliver,H.",Clarence H.,Tolliver,0000-0001-9928-1460,University of Michigan,https://ror.org/00jmfr291,,Juris Doctor,,
"Tolliver,H.",Clarence H.,Tolliver,0000-0001-9928-1460,Colgate University,https://ror.org/05d23ve83,,Bachelor of Arts,,
"Tolliver,H.",Clarence H.,Tolliver,0000-0001-9928-1460,Kyushu University,https://ror.org/00p4k0j84,,Master of Engineering,,
"Tolliver,H.",Clarence H.,Tolliver,0000-0001-9928-1460,Kyushu University,https://ror.org/00p4k0j84,,Doctor of Engineering,,
"Tolliver,H.",Clarence H.,Tolliver,0000-0001-9928-1460,Kyoto Institute of Culture and Language,https://ror.org/0353y3c48,,Intensive Advanced Japanese,,
"Tolliver,H.",Clarence H.,Tolliver,0000-0001-9928-1460,Tohoku University,https://ror.org/01dq60k83,Graduate Studies and Research,,,
"Crandall,E. D.",Kirsten E.,Crandall,0000-0002-2262-2041,McGill University,,Biology,Ph.D. Cotutelle,2018,2023
"Crandall,E. D.",Kirsten E.,Crandall,0000-0002-2262-2041,University of Ottawa,,Biology,Ph.D. Cotutelle,2018,2023
"Crandall,E. D.",Kirsten E.,Crandall,0000-0002-2262-2041,McGill University,,Biology,Master's of Science,2016,2018
"Crandall,E. D.",Kirsten E.,Crandall,0000-0002-2262-2041,McGill University,http://dx.doi.org/10.13039/100008582,,"Bachelor of Science - Major in Biology, Minor in Psychology",2012,2015
"Gutierrez,J. A.",Francisco J.,Gutierrez,0000-0002-5285-8901,University of Chile,https://ror.org/047gc3g35,,PhD in Computer Science,,
"Gutierrez,J. A.",Francisco J.,Gutierrez,0000-0002-5285-8901,École Centrale de Nantes,https://ror.org/03nh7d505,,Diplôme d'Ingénieur (Master's Degree in Engineering),,
"Gutierrez,J. A.",Gabrielle J.,Gutierrez,0000-0002-2350-1559,Brandeis University,8244,Neuroscience,PhD,2006,2013
"Gutierrez,J. A.",Gabrielle J.,Gutierrez,0000-0002-2350-1559,"Barnard College, Columbia University",5919,Physics,BA,2003,2006
"Gutierrez,J. A.",J. Julio,Gutierrez,0000-0003-3539-0320,,,,,,
"Gutierrez,J. A.",J. A. S.,Gutierrez,0009-0007-1996-0342,,,,,,
"Gutierrez,J. A.",Antonio J.,Gutierrez Trashorras,0000-0002-9430-7251,University of Oviedo,,Energy,Ph.D.,2005,
"Gutierrez,J. A.",Juan J.,Gutierrez A.,0009-0005-1654-3987,University of Alabama,https://ror.org/03xrrjk67,Department of Chemsitry and Biochemistry,Graduate student,2024,
"Gutierrez,J. A.",Juan J.,Gutierrez A.,0009-0005-1654-3987,Universidad del Valle,https://ror.org/00jb9vg53,Chemsitry,BS,2016,2021
"Gutierrez,J. A.",J. Octavio,Gutierrez-Garcia,0000-0002-6252-6169,,,,,,
"Gutierrez,J. A.",Erika J,Gutierrez-Lara,0000-0003-1780-7487,CINVESTAV,,Farmacobiologia,Doctorado en Ciencias,2014,2018
"Gutierrez,J. A.",Erika J,Gutierrez-Lara,0000-0003-1780-7487,Universidad Autónoma del Estado de Morelos,,Facultad de Farmacia,Maestria en Farmacia,2012,2014
"Gutierrez,J. A.",Erika J,Gutierrez-Lara,0000-0003-1780-7487,Universidad Autonoma del Estado de Morelos,,Facultad de Farmacia,Licenciado en Farmacia,2007,2011
"Gutierrez,J. A.",Victor J.,Gutierrez-Martinez,0000-0003-0803-6908,Harvard School of Public Health,http://dx.doi.org/10.13039/100005293,Center of Health and the Global Environment,Specialized training course,2014,2015
"Gutierrez,J. A.",Victor J.,Gutierrez-Martinez,0000-0003-0803-6908,Universidad Michoacana de San Nicolás de Hidalgo,http://dx.doi.org/10.13039/501100004803,Electrical Engineering Faculty,Ph.D.,2005,2011
"Gutierrez,J. A.",Juan J,Gutierrez-Gonzalez,0000-0002-6795-6192,Universidad Nacional de Educación a Distancia,16757,Computer Science,Computer Systems Engineering,2008,2012
