input,given,family,orcid,title,funder,identifier,award,start,end
Jung Lee,Jung-Yub,Lee,0009-0006-2487-6033,,,,,,
Jung Lee,Hyun Jung,Lee,0000-0003-4255-8937,,,,,,
Jung Lee,Jung Eun,LEE,0009-0005-9226-1543,,,,,,
Jung Lee,Jung Soo,Lee,0000-0002-3807-4377,,,,,,
Jung Lee,yoo jung,lee,0000-0003-4361-1170,,,,,,
Jung Lee,Yeon Jung,Lee,0000-0002-6149-8661,,,,,,
Jung Lee,Jung Eun,Lee,0000-0003-0641-5269,,,,,,
Jung Lee,Jung-Eun,Lee,0000-0003-2692-2356,,,,,,
Jung Lee,Je Jung,Lee,0000-0002-0606-2304,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0002-1706-8015,,,,,,
Jung Lee,Jung-Hwan,Lee,0000-0003-1027-661X,,,,,,
Jung Lee,Jung A ,Lee,0000-0002-1011-4234,,,,,,
Jung Lee,In-Jung,Lee,0000-0002-6733-5011,,,,,,
Jung Lee,Jung-Eun,Lee,0000-0003-0184-3440,,,,,,
Jung Lee,Jung Min,Lee,0000-0003-0023-8791,,,,,,
Jung Lee,Jung Joo,Lee,0000-0001-8159-8662,,,,,,
Jung Lee,YU JUNG,LEE,0000-0002-9443-0647,,,,,,
Jung Lee,Ha Jung,Lee,0000-0002-3472-2955,,,,,,
Jung Lee,Su Jung,Lee,0000-0001-7472-0172,,,,,,
Jung Lee,Jung-Gyo,Lee,0000-0002-6854-3445,,,,,,
Jung Lee,Jung-Jun,Lee,0000-0003-3718-5136,,,,,,
Jung Lee,Jung-Ku,LEE,0000-0003-4440-0498,,,,,,
Jung Lee,Jung Moo,Lee,0000-0002-9332-798X,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0001-7141-4532,,,,,,
Jung Lee,So Jung,Lee,0000-0002-2282-4030,,,,,,
Jung Lee,Jung-Tak,Lee,0000-0002-2690-8813,,,,,,
Jung Lee,won jung,lee,0009-0002-9426-0569,,,,,,
Jung Lee,Jung Woo,Lee,0000-0002-0692-7742,,,,,,
Jung Lee,EUN-JUNG,LEE,0000-0002-7294-1219,,,,,,
Jung Lee,Hyun Jung,Lee,0000-0002-5020-1690,,,,,,
Jung Lee,Jay-Jung,Lee,0000-0001-7689-2082,,,,,,
Jung Lee,Hye Jung,Lee,0009-0006-9737-0949,,,,,,
Jung Lee,Jung Seok,Lee,0000-0003-3412-8742,,,,,,
Jung Lee,Jung Min,Lee,0000-0001-9608-0671,,,,,,
Jung Lee,YOON JUNG,LEE,0000-0003-1158-6126,,,,,,
Jung Lee,Cheol Jung,Lee,0000-0002-0647-4448,,,,,,
Jung Lee,Jung Hwa,LEE,0000-0001-8936-2988,,,,,,
Jung Lee,Ki Jung,Lee,0000-0002-7881-5459,,,,,,
Jung Lee,Jung-su,Lee,0000-0002-2601-2494,,,,,,
Jung Lee,Yoon-Jung,‍LEE,0000-0001-6000-2444,,,,,,
Jung Lee,YOU JUNG,LEE,0000-0002-5358-4201,,,,,,
Jung Lee,Jung Ju,Lee,0000-0001-9549-3036,,,,,,
Jung Lee,JUNG-A,LEE,0000-0001-9724-2417,,,,,,
Jung Lee,Jung Mo,Lee,0000-0002-9972-8506,,,,,,
Jung Lee,Hyun Jung,Lee,0000-0002-7748-7596,,,,,,
Jung Lee,Jung Mi,Lee,0000-0002-9467-7682,,,,,,
Jung Lee,Yun-Jung,Lee,0009-0008-6606-146X,,,,,,
Jung Lee,JUNG WOO,LEE,0000-0003-0568-2883,,,,,,
Jung Lee,MIN JUNG,LEE,0000-0001-7087-7244,,,,,,
Jung Lee,JUNG WOO,LEE,0000-0002-5467-7469,,,,,,
Jung Lee,Chan-Jung,Lee,0000-0002-2905-6804,,,,,,
Jung Lee,Hyun Jung,Lee,0000-0001-9713-490X,,,,,,
Jung Lee,Hyo-Jung,Lee,0009-0001-6585-3894,,,,,,
Jung Lee,Jung min,Lee,0000-0001-6852-1548,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0003-4538-1508,,,,,,
Jung Lee,Yun Jung,Lee,0000-0002-4395-5283,,,,,,
Jung Lee,Peng Jung,Lee,0000-0002-5155-4842,,,,,,
Jung Lee,Sun Jung,Lee,0000-0003-4423-2447,,,,,,
Jung Lee,Jung-kyu,LEE,0000-0002-6084-9183,,,,,,
Jung Lee,Jung Won,Lee,0000-0002-9182-6478,,,,,,
Jung Lee,Jung-Ha,Lee,0000-0002-8772-8250,,,,,,
Jung Lee,Soo Jung, Lee,0000-0002-5752-7482,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0002-0496-9826,,,,,,
Jung Lee,Key Jung,Lee,0009-0006-4071-8043,,,,,,
Jung Lee,Hyun-Jung,Lee,0000-0001-9329-1131,,,,,,
Jung Lee,Jung Min,LEE,0000-0003-2333-740X,,,,,,
Jung Lee,Hyo-Jung,Lee,0000-0003-3943-2671,,,,,,
Jung Lee,EUN JUNG,LEE,0000-0002-0931-9662,,,,,,
Jung Lee,Jung Hwan,Lee,0000-0001-5819-4942,,,,,,
Jung Lee,Yeon-jung,Lee,0009-0003-3799-0781,,,,,,
Jung Lee,Youn jung ,Lee,0009-0009-3232-5559,,,,,,
Jung Lee,HYO JUNG,LEE,0000-0002-1179-0373,,,,,,
Jung Lee,Jung Yeon,LEE,0000-0001-7427-0423,,,,,,
Jung Lee,Hye Jung,Lee,0000-0002-3851-4432,,,,,,
Jung Lee,Hyun Jung,Lee,0000-0002-9404-0200,,,,,,
Jung Lee,Jung Jun,Lee,0000-0002-5870-6140,,,,,,
Jung Lee,Hsin-Jung,Lee,0000-0001-6376-3521,,,,,,
Jung Lee,Jung Hoon,Lee,0000-0001-7305-1528,,,,,,
Jung Lee,Jung-Uck,Lee,0000-0001-5767-2703,,,,,,
Jung Lee,Jung-Hoon,Lee,0000-0001-9989-243X,,,,,,
Jung Lee,Jung Woo,Lee,0000-0002-1860-473X,,,,,,
Jung Lee,Jung Yeon,LEE,0000-0002-0610-3962,,,,,,
Jung Lee,Jung-Jae,Lee,0000-0002-4478-1772,,,,,,
Jung Lee,Su-jung,Lee,0000-0002-1847-5034,,,,,,
Jung Lee,Jung Ae,Lee,0000-0003-0186-8672,,,,,,
Jung Lee,JUNG HOON,LEE,0000-0003-2268-1540,,,,,,
Jung Lee,Jung Hwan,Lee,0000-0001-7799-4873,,,,,,
Jung Lee,Jung Eun,Lee,0000-0001-6439-8087,,,,,,
Jung Lee,Jung Ah,Lee,0000-0001-6698-1962,,,,,,
Jung Lee,Jung Eun,Lee,0000-0003-2588-3404,,,,,,
Jung Lee,Jung-A,Lee,0000-0001-5770-7494,,,,,,
Jung Lee,Jung-Yong,Lee,0000-0001-5247-4804,,,,,,
Jung Lee,Min-Jung,Lee,0000-0003-0746-0678,,,,,,
Jung Lee,Jung-hyun,Lee ,0000-0001-8910-7880,,,,,,
Jung Lee,Hyun-Jung,Lee,0000-0001-8625-3524,,,,,,
Jung Lee,So Jung,Lee,0000-0003-3269-0141,,,,,,
Jung Lee,Jung Soo,Lee,0000-0003-2848-6658,,,,,,
Jung Lee,Jung-Hee,Lee,0000-0002-4785-3006,,,,,,
Jung Lee,Jung Ho,Lee,0000-0002-2575-0655,,,,,,
Jung Lee,Jung A,Lee,0000-0002-5934-9894,,,,,,
Jung Lee,Jung-Gyung,Lee,0009-0009-9533-134X,,,,,,
Jung Lee,Yeon-Jung,Lee,0009-0005-4655-7220,,,,,,
Jung Lee,Hwa jung,Lee,0000-0002-9506-4511,,,,,,
Jung Lee,Jung-Jin ,Lee,0000-0002-6575-7210,,,,,,
Jung Lee,Jung Hoon,Lee,0000-0001-9243-7098,,,,,,
Jung Lee,Huyn jung,Lee,0000-0001-9942-5399,,,,,,
Jung Lee,Jung-Yi,Lee,0000-0002-8018-2734,,,,,,
Jung Lee,Jung Hsiang,Lee,0000-0002-5977-1681,,,,,,
Jung Lee,Jung Hoo,Lee,0000-0001-6695-602X,,,,,,
Jung Lee,Jung-Keun ,Lee,0000-0002-0003-4003,,,,,,
Jung Lee,JUNG JIN,LEE,0009-0005-9733-7439,,,,,,
Jung Lee,jung hwa,lee,0000-0002-4454-9180,,,,,,
Jung Lee,Jung Mi,Lee,0000-0003-1231-582X,,,,,,
Jung Lee,Jung Min,Lee,0000-0002-0296-5733,,,,,,
Jung Lee,Jung-Ho,Lee,0000-0002-6731-3111,,,,,,
Jung Lee,Min-jung,Lee,0000-0001-6372-2201,,,,,,
Jung Lee,Jung-Min,Lee,0009-0008-7435-4246,,,,,,
Jung Lee,Jung-Beom,Lee,0000-0003-0950-6748,,,,,,
Jung Lee,jung hun,Lee,0000-0002-8248-8163,,,,,,
Jung Lee,Jung Woo,Lee,0000-0002-0827-3957,,,,,,
Jung Lee,Jung-Gyu,Lee,0000-0002-2446-7348,,,,,,
Jung Lee,Soo-Jung,Lee,0000-0002-1299-5266,,,,,,
Jung Lee,Jung Jun,Lee,0000-0002-2848-3580,,,,,,
Jung Lee,JUNG-AH,LEE,0000-0003-3699-3609,,,,,,
Jung Lee,Soo Jung,Lee,0000-0003-1202-3974,,,,,,
Jung Lee,Eun Jung,Lee,0000-0002-0214-5452,,,,,,
Jung Lee,HYUN JUNG,LEE,0000-0002-4955-6697,,,,,,
Jung Lee,CHIH-JUNG,LEE,0000-0002-6674-2555,,,,,,
Jung Lee,JUNG YUN,LEE,0000-0002-7715-3297,,,,,,
Jung Lee,Jung-Woo,Lee,0000-0002-0370-8800,,,,,,
Jung Lee,Jung Hoon,Lee,0000-0003-3432-4487,,,,,,
Jung Lee,Jung Cheon,Lee,0000-0002-5897-257X,,,,,,
Jung Lee,Jung-Hoon,Lee,0000-0002-3190-6644,,,,,,
Jung Lee,JUNG JIN,LEE,0000-0002-4950-4475,,,,,,
Jung Lee,Jung-Gun,Lee,0000-0003-3488-9699,,,,,,
Jung Lee,Jung Won,Lee,0000-0003-4337-4291,,,,,,
Jung Lee,Jung Woo,Lee,0000-0001-8766-2610,,,,,,
Jung Lee,Jung suk,Lee,0000-0002-0583-9011,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0003-0206-8837,,,,,,
Jung Lee,Soo Jung,Lee,0000-0003-1512-9125,,,,,,
Jung Lee,Jung Soo,Lee,0000-0002-1703-0332,,,,,,
Jung Lee,Yun-Jung,Lee,0000-0001-9287-3789,,,,,,
Jung Lee,Jung-Suk,Lee,0000-0002-6602-0384,,,,,,
Jung Lee,Jung Joo,Lee,0000-0002-8078-345X,,,,,,
Jung Lee,Jung Rye,Lee,0000-0003-1504-0788,,,,,,
Jung Lee,Jung Su,Lee,0000-0002-0949-943X,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0001-7303-690X,,,,,,
Jung Lee,Jung-Bok,Lee,0000-0003-4919-9412,,,,,,
Jung Lee,Jung Eun,Lee,0000-0002-5805-9158,,,,,,
Jung Lee,Eun-Jung,Lee,0000-0002-0601-7490,,,,,,
Jung Lee,Jung Cheol,Lee,0009-0009-1018-1865,,,,,,
Jung Lee,Jung-Hun,Lee,0000-0002-0341-1353,,,,,,
Jung Lee,Jung Koo,Lee,0000-0002-4152-0454,,,,,,
Jung Lee,YEN-JUNG,LEE,0000-0002-6713-413X,,,,,,
Jung Lee,Jung hyun,Lee,0000-0001-5408-4965,,,,,,
Jung Lee,Jung-Hun,Lee,0000-0003-3687-4888,,,,,,
Jung Lee,jung hwan,lee,0000-0002-2210-4834,,,,,,
Jung Lee,Yun Jung,Lee,0009-0009-9898-3466,,,,,,
Jung Lee,Jung Seung,Lee,0000-0003-4227-9903,,,,,,
Jung Lee,Min-Jung,LEE,0000-0002-1190-0384,,,,,,
Jung Lee,Jung Ho,Lee,0000-0001-6818-2136,,,,,,
Jung Lee,Jung-Ro,Lee,0000-0002-2680-3405,,,,,,
Jung Lee,Jung Mo,Lee,0000-0002-7490-3427,,,,,,
Jung Lee,Jung-Hoon,Lee,0000-0002-7622-6546,,,,,,
Jung Lee,Yoon Jung,Lee,0009-0006-8847-0964,,,,,,
Jung Lee,Hyo-Jung,Lee,0000-0002-4533-3701,,,,,,
Jung Lee,Eun-Jung,Lee,0000-0002-4803-6198,,,,,,
Jung Lee,Mi Jung,Lee,0000-0002-0012-6549,,,,,,
Jung Lee,JUNG HOON,LEE,0000-0002-9986-177X,,,,,,
Jung Lee,JUNG SOO,LEE,0000-0003-3856-8972,,,,,,
Jung Lee,Jung-Jin,Lee,0000-0002-8314-1348,,,,,,
Jung Lee,Jung-Min,Lee,0000-0001-8801-1027,,,,,,
Jung Lee,JUNG-HWAN,LEE,0000-0003-4826-0648,,,,,,
Jung Lee,Woo Jung,Lee,0000-0001-7347-2605,,,,,,
Jung Lee,Jung-Pil,Lee,0000-0001-5487-342X,,,,,,
Jung Lee,HSIN-JUNG,LEE,0009-0007-6088-6359,,,,,,
Jung Lee,Jung-Jin,Lee,0000-0003-1025-8980,,,,,,
Jung Lee,Min Jung,Lee,0000-0002-7701-0405,,,,,,
Jung Lee,Jung-Ok,LEE,0000-0002-7894-8761,,,,,,
Jung Lee,JUNG HYUN,LEE,0000-0002-2842-0344,,,,,,
Jung Lee,Hae Jung,Lee,0009-0002-0261-1334,,,,,,
Jung Lee,Jung-sang,Lee,0000-0001-5423-3772,,,,,,
Jung Lee,EUN JUNG,LEE,0000-0002-2933-2995,,,,,,
Jung Lee,Jung-Tae,LEE,0000-0003-1848-0666,,,,,,
Jung Lee,Jung Hwa,Lee,0000-0002-8609-0638,,,,,,
Jung Lee,Jung-Han,Lee,0000-0001-6728-0578,,,,,,
Jung Lee,Yoon Jung,Lee,0000-0003-2229-1876,Psychological effect of Voluntourism experiences,National Research Foundation of Korea,http://dx.doi.org/10.13039/501100003725,20150020,2014,2015
Jung Lee,Yoon Jung,Lee,0000-0003-2229-1876,Impact of Voluntourism experiences based on Positive Psychological Capital,National Research Foundation of Korea,http://dx.doi.org/10.13039/501100003725,20170101,2017,2018
Jung Lee,Yoon Jung,Lee,0000-0003-2229-1876,Analysis of the healing effect of travel on the Personal Emotional Characteristics_Based on the healing qualities of place and experience in tourism,National Research Foundation of Korea,http://dx.doi.org/10.13039/501100003725,2019052396,2019,2020
Jung Lee,Yoon Jung,Lee,0000-0003-2229-1876,"The effects of recollection of positive travel experiences on the emotions, mental well-being and behavioral intentions",National Research Foundation of Korea,http://dx.doi.org/10.13039/501100003725,2021S1A5A2A03063504,2021,2023
Jung Lee,Jung An,Lee,0000-0001-9106-3805,,,,,,
Jung Lee,Jung-Eun,Lee,0009-0000-0194-495X,,,,,,
Jung Lee,JAE JUNG,LEE,0009-0000-2883-7599,,,,,,
Jung Lee,Jung eun,Lee,0000-0002-3962-7041,,,,,,
Jung Lee,Jung-hwan,Lee,0000-0001-7352-2481,,,,,,
Jung Lee,jung jeung,lee,0000-0003-0148-7108,,,,,,
Jung Lee,HYE JUNG,LEE,0000-0003-4897-1220,,,,,,
Jung Lee,Jung-Nam,Lee,0000-0001-8907-1806,,,,,,
Jung Lee,Sue Jung,Lee,0000-0003-1279-0110,,,,,,
Jung Lee,Jung Joon,Lee,0000-0003-0835-7381,,,,,,
Jung Lee,Jung-Hyun,Lee,0000-0002-1373-8907,,,,,,
Jung Lee,Jung Hyeon,Lee,0009-0001-4827-7362,,,,,,
Jung Lee,jung pil,Lee,0000-0002-6216-0419,,,,,,
Jung Lee,hyo jung,lee,0000-0003-3001-3534,,,,,,
Jung Lee,Jung Hwan,Lee,0000-0002-8815-4092,,,,,,
Jung Lee,Jung Hee,Lee,0000-0002-2771-659X,,,,,,
Jung Lee,Jung Woo,Lee,0000-0001-6942-9655,,,,,,
Jung Lee,JUNG MIN,LEE,0009-0009-2648-6110,,,,,,
Jung Lee,Jung Ju,Lee,0000-0001-8173-0547,,,,,,
Jung Lee,Jung-Eum,Lee,0000-0003-4860-8683,,,,,,
Jung Lee,JUNG IM,LEE,0009-0000-3652-1957,,,,,,
Jung Lee,Jung-Ran,Lee,0000-0003-4944-6364,,,,,,
Jung Lee,So Jung,Lee,0000-0003-0036-1538,,,,,,
Jung Lee,Jung-Ha,Lee,0000-0002-2563-2202,,,,,,
Jung Lee,Jung Ho,Lee,0000-0002-9000-4018,,,,,,
Jung Lee,Yeon Jung,Lee,0000-0002-5624-0447,,,,,,
Jung Lee,Min Jung,Lee,0000-0001-7813-3936,,,,,,
Jung Lee,Jung-hoon,Lee,0000-0002-7206-1780,The Basic Science Research Program through the National Research Foundation of Korea  funded by the Ministry of Education,National Research Foundation of Korea,http://dx.doi.org/10.13039/501100003725,,2018,2020
Jung Lee,Jung-hoon,Lee,0000-0002-7206-1780,the Basic Science Research Program through the National Research Foundation of Korea funded by the Ministry of Education,National Research Foundation of Korea,http://dx.doi.org/10.13039/501100003725,,2020,2023
Jung Lee,Jung-hoon,Lee,0000-0002-7206-1780,Leaders in Industry-university Cooperation,National Research Foundation of Korea,http://dx.doi.org/10.13039/501100003725,,2020,2020
Jung Lee,Soo Jung,Lee,0000-0001-7126-6218,,,,,,
Jung Lee,Youn-Jung,Lee,0000-0002-2490-2485,,,,,,
Jung Lee,Kuan Jung,Lee,0009-0004-6758-0000,,,,,,
Jung Lee,Jung-Eun,Lee,0000-0003-4084-4489,,,,,,
Jung Lee,Hyo Jung,LEE,0009-0006-1178-6872,,,,,,
Jung Lee,Jung Hee,Lee,0009-0006-5468-8682,,,,,,
Jung Lee,HYUN JUNG,LEE,0009-0000-7918-1788,,,,,,
Jung Lee,Jung Hye,LEE,0000-0002-8507-461X,,,,,,
Jung Lee,Jung Chan,Lee,0000-0003-2609-1310,,,,,,
Jung Lee,JUNG EUN,LEE,0009-0004-5832-702X,,,,,,
Jung Lee,Jung-Lim,Lee,0000-0003-1980-7130,,,,,,
Jung Lee,Jung Hun,Lee,0000-0002-7221-6455,,,,,,
Jung Lee,Jung Hoon,Lee,0009-0005-9922-3486,,,,,,
Jung Lee,Hyo-Jung,Lee,0009-0006-7610-7498,,,,,,
Jung Lee,Jung Min,Lee,0000-0003-3551-8638,,,,,,
Jung Lee,YEOUN JUNG,LEE,0000-0002-3747-0271,,,,,,
Jung Lee,Jung-Bok,Lee,0000-0002-6633-7162,,,,,,
Jung Lee,Jung Su,Lee,0000-0002-7019-8804,,,,,,
Jung Lee,YUN JUNG,LEE,0000-0002-8110-6127,,,,,,
Jung Lee,Jung Dae,Lee,0000-0003-0714-8596,,,,,,
Jung Lee,Hyun Jung,Lee,0000-0002-4410-0308,"Leading Innovation on Crowdfunding and Social Network Services Platforms: Information Processing via Analytical Modeling, Computational Tools, and Experiments",Comunidad de Madrid,http://dx.doi.org/10.13039/100012818,SOCANET-CM-UC3M,2020,2022
Jung Lee,Hyun Jung,Lee,0000-0002-4410-0308,Optimización de la transparencia en los contratos online para una innovación económica en la industria minorista: Investigación interdisciplinar a través del análisis jurídico y experimentos empíricos sobre el comportamiento del consumidor.,Fundación Ramón Areces,http://dx.doi.org/10.13039/100008054,CISP20S12340,2021,2024
Jung Lee,Hyun Jung,Lee,0000-0002-4410-0308,El reto del etiquetado de productos sostenibles: de la confusión a la preferencia determinada,Ministerio de Economía y Competitividad,http://dx.doi.org/10.13039/501100003329,ECO2017-87369-P,2018,2021
Jung Lee,Hyun Jung,Lee,0000-0002-4410-0308,Data-driven marketing analytics techniques,Ministerio de Ciencia e Innovación,http://dx.doi.org/10.13039/501100004837,,2019,2022
Jung Lee,Hyun Jung,Lee,0000-0002-4410-0308,Gratitude Dissertation Research Award,"Greater Good Science Center, University of California Berkeley",http://dx.doi.org/10.13039/100010501,,2015,2016
Jung Lee,Hyun Jung,Lee,0000-0002-4410-0308,Atracción del Talento Investigador Jóvenes Doctores,Comunidad de Madrid,http://dx.doi.org/10.13039/100012818,,2019,
Jung Lee,Hyun Jung,Lee,0000-0002-4410-0308,Kenneth M. Jastrow Fellowship,University of Texas at Austin,http://dx.doi.org/10.13039/100008562,,2011,2013
Jung Lee,Jung Sul,Lee,0009-0000-0392-4848,,,,,,
Jung Lee,JUNG MIN,LEE,0009-0000-7331-4834,,,,,,
Jung Lee,JUNG AH,LEE,0000-0001-9891-5134,,,,,,
Jung Lee,Je-Jung,Lee,0000-0001-8439-2790,The mechanism of the immune checkpoint of CTLA-4 in cancer regression through senescence,National Research Foundation of Korea,https://ror.org/013aysd81,,2023,2026
Jung Lee,Jung-Hyun,Lee,0009-0007-4576-4273,,,,,,
Jung Lee,Jung Su,Lee,0000-0001-5644-0150,,,,,,
Jung Lee,Hyo Jung,Lee,0000-0002-8024-2274,,,,,,
Jung Lee,Eun-Jung,Lee,0000-0001-7575-7890,,,,,,
Jung Lee,Chia Jung ,Lee,0000-0001-9723-1005,,,,,,
Jung Lee,Jung Min,Lee,0000-0002-9155-3780,,,,,,
Jung Lee,jung eun,lee,0000-0003-3472-1968,,,,,,
Jung Lee,Jung Chang,Lee,0009-0001-5328-4487,,,,,,
Jung Lee,MENG-JUNG,LEE,0000-0002-4896-2298,,,,,,
Jung Lee,JUNG AH,LEE,0000-0002-5837-3008,,,,,,
Jung Lee,Won Jung,Lee,0000-0003-0302-2072,,,,,,
Jung Lee,Jung-Ho,Lee,0000-0003-4930-7583,,,,,,
Jung Lee,Jung Ah,Lee,0009-0005-4030-3609,,,,,,
Jung Lee,Hyo Jung,Lee,0009-0008-5627-1041,,,,,,
Jung Lee,Jung Eun ,Lee,0000-0001-8318-7517,,,,,,
Jung Lee,Soo Jung,Lee,0009-0008-6000-1298,,,,,,
Jung Lee,Jung won,Lee,0000-0002-5250-0854,,,,,,
Jung Lee,JUNG-CHEN,LEE,0009-0006-6475-2967,,,,,,
Jung Lee,Chi-Jung,Lee,0000-0002-1887-4000,,,,,,
Jung Lee,Jung Hyuk,Lee,0009-0000-4330-5160,,,,,,
Jung Lee,Jung Hoon,Lee,0000-0003-2214-9677,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0002-7105-4562,,,,,,
Jung Lee,Hyeon Jung,Lee,0000-0003-3642-1395,,,,,,
Jung Lee,Jung Hee,Lee,0009-0006-8743-2739,,,,,,
Jung Lee,Jung Kyu,Lee,0000-0001-8462-9081,,,,,,
Jung Lee,Chia-Jung,Lee,0000-0001-6451-9344,,,,,,
Jung Lee,yu jung,lee,0009-0000-6743-3693,,,,,,
Jung Lee,Jung Hoonn,Lee,0009-0009-0675-5926,,,,,,
Jung Lee,Pei-Jung,Lee,0009-0005-3644-3713,,,,,,
Jung Lee,Woo-Jung,Lee,0009-0009-5734-8810,,,,,,
Jung Lee,Jae Jung,Lee,0000-0003-1924-9482,,,,,,
Jung Lee,Jung Youb,Lee,0009-0002-6256-6205,,,,,,
Jung Lee,Jung-Sook,Lee,0000-0002-5330-6594,,,,,,
Jung Lee,Jung-Hoon,Lee,0000-0003-3683-9468,,,,,,
Jung Lee,Jung Ho,Lee,0000-0001-6850-7973,,,,,,
Jung Lee,Jung Geun,Lee,0000-0003-0139-3697,Development and effectiveness of self-management mobile program for middle-aged hemodialysis patients based on SDT(Self-determination theory),National Research Foundation of Korea,,,2022,2025
Jung Lee,Jung Il,Lee,0000-0002-0719-312X,,,,,,
Jung Lee,min jung,Lee,0009-0004-4261-3259,,,,,,
Jung Lee,Ho Jung,Lee,0000-0002-8787-7950,,,,,,
Jung Lee,Hye Jung,Lee,0009-0003-0987-8792,,,,,,
Jung Lee,Soo Jung,Lee,0000-0002-1476-6221,,,,,,
Jung Lee,Jung Ho,Lee,0009-0000-6672-6291,,,,,,
Jung Lee,JUNG HOON,LEE,0000-0002-2373-2840,,,,,,
Jung Lee,Jung Hoon,Lee,0000-0002-6979-6153,,,,,,
Jung Lee,Jung-Hun,Lee,0000-0001-9522-2762,,,,,,
Jung Lee,Mi Jung,Lee,0000-0001-8888-029X,,,,,,
Jung Lee,So-Jung,Lee,0000-0001-5938-9098,,,,,,
Jung Lee,Eun-Jung ,Lee,0009-0005-3243-2312,,,,,,
Jung Lee,Jung Hyun,Lee,0009-0000-1143-0549,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0002-6580-6289,,,,,,
Jung Lee,Yoo Jung,Lee,0009-0008-7296-8834,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0001-9116-4593,,,,,,
Jung Lee,JUNG WOONG,LEE,0000-0003-4212-942X,,,,,,
Jung Lee,yoo jung,lee,0000-0002-5487-7831,,,,,,
Jung Lee,JUNG YOON,LEE,0009-0008-1865-0462,,,,,,
Jung Lee,Hyun Jung,Lee,0000-0001-7768-7697,,,,,,
Jung Lee,Jung Woo,Lee,0009-0009-5424-6800,,,,,,
Jung Lee,Jung Yeol,Lee,0009-0009-6682-9202,,,,,,
Jung Lee,Jae Jung,Lee,0000-0001-6799-1564,,,,,,
Jung Lee,Jung-ah,Lee,0000-0002-9292-3499,,,,,,
Jung Lee,Jung Yeop,Lee,0000-0002-4839-8543,,,,,,
Jung Lee,Yoon Jung,Lee,0000-0002-5901-8788,,,,,,
Jung Lee,Jung-Woon,Lee,0000-0002-3862-6864,,,,,,
Jung Lee,Cheng-Jung,Lee,0000-0003-2090-080X,,,,,,
Jung Lee,Jung-eun,Lee,0000-0003-2631-0245,,,,,,
Jung Lee,Chia-Jung,Lee,0000-0002-8394-7683,,,,,,
Jung Lee,Hyun Jung,Lee,0000-0001-9730-557X,,,,,,
Jung Lee,Jung-In,Lee,0000-0002-1528-5251,,,,,,
Jung Lee,Eun Jung,Lee,0000-0002-8401-2652,,,,,,
Jung Lee,Jung-Sook,Lee,0000-0003-0300-8836,,,,,,
Jung Lee,Jung-Eun,Lee,0009-0007-6248-5188,,,,,,
Jung Lee,Jung Seok,Lee,0009-0000-1517-524X,,,,,,
Jung Lee,Jung-bin,Lee,0009-0001-3216-8647,,,,,,
Jung Lee,Kuan-Jung,Lee,0000-0003-2968-6096,,,,,,
Jung Lee,Tae-Jung,Lee,0000-0002-2608-1115,,,,,,
Jung Lee,Jung Yeon,Lee,0009-0003-5880-3818,,,,,,
Jung Lee,Kuo-Jung,Lee,0000-0001-6402-2899,,,,,,
Jung Lee,Jung Hoon,Lee,0009-0000-1412-3245,,,,,,
Jung Lee,Hea Jung,Lee,0009-0006-5587-3716,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0002-9067-3449,,,,,,
Jung Lee,Soo Jung,Lee,0009-0008-3820-8022,,,,,,
Jung Lee,Jung-ha,Lee,0000-0002-4185-8420,,,,,,
Jung Lee,SUN JUNG,LEE,0000-0001-8360-8414,,,,,,
Jung Lee,Eun-jung,Lee,0009-0003-8849-1907,,,,,,
Jung Lee,Jung Sik ,Lee,0009-0009-4881-6440,,,,,,
Jung Lee,Jung-a,Lee,0000-0002-1193-6248,,,,,,
Jung Lee,Jung Hoon,Lee,0009-0005-2039-7839,,,,,,
Jung Lee,Jung Ah,Lee,0009-0007-9693-0788,,,,,,
Jung Lee,jung hyeong,lee,0009-0003-3430-4352,,,,,,
Jung Lee,Jung Soo,Lee,0000-0002-1901-9436,,,,,,
Jung Lee,Hyun Jung,Lee,0009-0002-9000-6635,,,,,,
Jung Lee,Hyun Jung,Lee,0009-0002-0102-4138,,,,,,
Jung Lee,Jung Bae,Lee,0009-0007-6196-4523,,,,,,
Jung Lee,Eun Jung,Lee,0000-0002-4940-2102,,,,,,
Jung Lee,Yun Jung,Lee,0009-0008-6030-2314,,,,,,
Jung Lee,JUNG YUN,LEE,0009-0006-6348-8754,,,,,,
Jung Lee,JUNG EUN,LEE,0009-0001-4144-4973,,,,,,
Jung Lee,hyun jung ,lee,0000-0002-9632-379X,,,,,,
Jung Lee,Mi Jung,Lee,0009-0007-1659-6178,,,,,,
Jung Lee,Hyo Jung,Lee,0009-0001-6722-8267,,,,,,
Jung Lee,Jung-Min,Lee,0000-0003-1280-5909,,,,,,
Jung Lee,Jung Eun,Lee,0000-0002-8770-0901,,,,,,
