input,given,family,orcid,title,funder,identifier,award,start,end
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Glacial water mass geometry in the South Atlantic: testing neodymium isotopes versus benthic carbon isotopes as paleo-water mass tracers,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0726575,2007,2009
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Collaborative proposal: Integrated Hydrothermal and Petrological Studies of the Eastern Lau Spreading Center,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0242675,2004,2007
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,"SedDB, The Online Information System for Sediment Geochemistry Continued Operation and Development",Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0826197,2008,2012
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,"Patagonia glaciation, geochemical tracers of Atlantic Meridional Overturning Circulation, and iron fertilization of the glacial South Atlantic Ocean",Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0823507,2008,2013
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,RAPID: US Contribution to ICDP Dead Sea Deep Drill Core Project (DSDDP),Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1115312,2011,2012
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Constraints on the Composition of the Subducting Oceanic Crust in the Northwest Pacific Ocean Basin,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0961359,2010,2016
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Collaborative Research: US GEOTRACES Pacific Meridional Transect: Sources and Sinks of Neodymium Isotopes and Rare Earth Elements,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1737318,2017,2023
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Collaborative Research: Arctic GEOTRACES - Nd isotopes and REEs in the Arctic,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1459716,2015,2021
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Collaborative Research: Focused Study of Aleutian Plutons and their Host Rocks: Understanding the building blocks of continental crust,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1457293,2015,2018
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Testing the fidelity of neodymium isotopes as a paleocirculation tracer in the Southeast Indian-Southern Ocean,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1737151,2017,2017
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,What is the Cause of the Thick Crust Geochemical Signature of Convergent Margin Volcanics?,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,9614782,1997,2001
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,SGER: Development of the Paired Authigenic Neodymium-Hafnium Isotope Weathering Tracer From Marine Sediments in the Circum Antarctic Realm,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0548918,2005,2007
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,MARGINS: Cl Isotope Systematics of Neogene Izu Arc Volcanic Rocks,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0549055,2006,2009
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,"Sea Level Record of the Last Glacial Period 19,000 to 29,000 years BP",Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0550900,2006,2008
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,An Online Registry for Unique Sample Identification in the Earth Sciences,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0552123,2006,2011
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Antarctica's Geological History Reflected in Sedimentary Radiogenic Isotopes,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0538580,2006,2010
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Thermohaline Circulation and Deep Ocean Carbonate Chemistry across the Mid-Pleistocene Transition,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1436079,2014,2017
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Fibrous Diamonds Through Time - Insight to Mantle Fluid and Mantle Metasomatism,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1348045,2015,2017
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,The Systematics of Helium in Diamond-forming Metasomatic Mantle Fluids,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1725323,2017,2023
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Late Quaternary Variability of the Agulhas Thermohaline Valve from Nd Isotopes in Planktonic Foraminifera,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1031198,2010,2014
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,"Dynamic and geochemical evolution of the lithospheric mantle beneath the Western Ross Sea Area, Antarctica",Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1043540,2010,2015
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,A Study of Atmospheric Dust in the WAIS Divide Ice Core Based on Sr-Nd-Pb-He Isotopes,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1043471,2011,2017
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Collaborative Research: Plutons as ingredients for continental crust: Pilot study of the differences between intermediate plutons and lavas in the intra-oceanic Aleutian arc,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,1144759,2012,2014
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,The Tristan-Gough Plume Source and Constraints on the Composition of Recycled Sediment,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0408543,2004,2009
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,SESAR Workshop: Designing Interoperablility for Sample-based Data Management via the International Geo Sample Number IGSN,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0514551,2005,2006
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Reconstructing Slab and Mantle Fluxes During th Eocene-Oligocene Evolution of the Izu-Bonin Volcanic Arc,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0453515,2005,2009
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,SedDB: An Online Information System for Sediment Geochemistry,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0453958,2005,2010
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Nd and Sr Isotope Tracers of Deep and Shallow Ocean Circulation around South Africa,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0526884,2005,2009
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,SGER: An online registry for unique sample identification in the solid Earth Sciences (SESAR),Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0445178,2004,2006
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Collaborative Research: Petrology and Geochemistry of Gakkel Ridge Basalts,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0425686,2004,2008
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,Linking Information Systems in Marine and Terestrial Geosciences: Sediment Geochemistry,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0434559,2004,2005
"Goldstein,L.",Steven L,Goldstein,0000-0001-7252-8064,"Workshop: Curation of Terrestrial Scientific Cores, Samples and Collections",Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,0435812,2004,2005
"Hu,J.",J,Hu,0000-0002-4322-7649,,,,,,
"Hu,J.",J,Hu,0000-0002-6316-119X,,,,,,
"Hu,J.",J,Hu,0009-0008-5631-5841,,,,,,
"Hu,J.",J,Hu,0009-0008-2364-7014,,,,,,
"Hu,J.",J. Michelle,Hu,0000-0002-2966-5677,,,,,,
"Hu,J.",Athel J.,Hu,0000-0002-5718-4133,,,,,,
"King,E. A.",Julia E,King,0000-0002-8563-7646,,,,,,
"King,E. A.",Christine E.,King,0000-0002-7646-1028,,,,,,
"King,E. A.",A. E.,King,0009-0004-6434-6091,,,,,,
"King,E. A.",E.,King,0000-0003-1343-3721,,,,,,
"King,E. A.",Alyson E.,King,0000-0003-2152-7242,Supported Literacy Education for Persons Living with Mental Illness: Exploring Economic and Social Implications,Social Sciences and Humanities Research Council of Canada,http://dx.doi.org/10.13039/501100000155,127394,2013,2015
"King,E. A.",Alyson E.,King,0000-0003-2152-7242,Increasing literacies through supported education and policies of inclusion,Social Sciences and Humanities Research Council of Canada,http://dx.doi.org/10.13039/501100000155,143963,2015,2016
"King,E. A.",Alyson E.,King,0000-0003-2152-7242,Diversities of resilience:  understanding the strategies for success used by underrepresented students in Canadian universities,Social Sciences and Humanities Research Council of Canada,http://dx.doi.org/10.13039/501100000155,143964,2015,2016
"King,E. A.",Alyson E.,King,0000-0003-2152-7242,Partenariat universitaire sur la prévention du plagiat (PUPP),Social Sciences and Humanities Research Council,http://dx.doi.org/10.13039/501100000155,192544,2020,2021
"King,E. A.",Alyson E.,King,0000-0003-2152-7242,Partenariat universitaire sur la prévention du plagiat (PUPP),Social Sciences and Humanities Research Council,http://dx.doi.org/10.13039/501100000155,192518,2020,2021
"King,E. A.",Denise E. O'Connell,King,0009-0009-8522-6917,,,,,,
"King,E. A.",Audrey E. H.,King,0000-0002-6150-0223,,,,,,
"King,E. A.",Joyce E.,King,0000-0001-5210-6534,,,,,,
"King,E. A.",Helen E.,King,0000-0002-3082-7653,,,,,,
"King,E. A.",Minerva Rhea E.,King,0009-0002-7438-242X,,,,,,
"Peer,K. R.",A K,PEER,0000-0001-9355-4384,,,,,,
"Wallace,A.",David A.,Wallace,0000-0001-5003-9198,,,,,,
"Wallace,A.",B A,Wallace,0000-0001-9649-5092,,,,,,
"Wallace,A.",Jake A F,Wallace,0000-0001-8844-2863,,,,,,
"Chung,M.",Jay M.,Chung,0000-0003-1206-0329,,,,,,
"Chung,M.",Cinthia M. ,Huapaya Chung,0009-0000-2425-357X,,,,,,
"Chung,M.",Tamara  M.,Chung Constant,0000-0003-0951-8458,,,,,,
"Darrauzet-Nardi,A.",María A.,Nardi,0000-0001-8784-2064,,,,,,
"Lee,J.",J,Lee,0000-0003-3670-6489,,,,,,
"Lee,J.",J.,Lee,0000-0002-5679-4722,,,,,,
"Lee,J.",J,Lee,0000-0003-4603-601X,,,,,,
"Lee,J.",J,Lee,0000-0001-7811-7274,,,,,,
"Lee,J.",Anthony J.,Lee,0000-0001-8466-2594,,,,,,
"Lee,J.",Tomie J.,Lee,0000-0003-3327-713X,,,,,,
"Lee,J.",Seung J.,Lee,0000-0002-2140-6929,,,,,,
"Lee,J.",Helen J,Lee,0000-0003-2086-1775,,,,,,
"Lee,J.",J. Eugene,Lee,0000-0001-8625-6418,,,,,,
"Lee,J.",Albert J.,Lee,0000-0002-8904-0417,,,,,,
"Lee,J.",James J.,Lee,0000-0001-6244-2515,,,,,,
"Lee,J.",Jessica J.,Lee,0000-0003-4721-1422,,,,,,
"Lee,J.",J Michael,Lee,0000-0003-3211-6000,,,,,,
"Lee,J.",SoJeong J.,Lee,0000-0001-9641-7561,,,,,,
"Lee,J.",Esther J.,Lee,0000-0001-5114-6593,,,,,,
"Lee,J.",J.-S,Lee,0000-0003-3603-1557,,,,,,
"Lee,J.",J. S.,Lee,0000-0002-8263-2647,,,,,,
"Lee,J.",Sang J,LEE,0000-0002-0893-1411,,,,,,
"Lee,J.",Jason J,Lee,0000-0002-3865-2675,,,,,,
"Lee,J.",Senq-J,Lee,0000-0002-9346-4132,,,,,,
"Lee,J.",J. Alex,Lee,0000-0002-9800-3714,,,,,,
"Lee,J.",Jennifer J,Lee,0000-0003-4407-0310,,,,,,
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Minecraft Mod for Children with Hemophilia,Pfizer,http://dx.doi.org/10.13039/100004319,,2016,2017
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,"Gaming, Simulation & Society. Society",Drexel University,http://dx.doi.org/10.13039/100008211,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Integrated Design Research & Engineering for Advanced Manufacturing,Drexel University,http://dx.doi.org/10.13039/100008211,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,"TranSCEND: Transdisciplinary Science, Computing, Engineering, and Design",Drexel University,http://dx.doi.org/10.13039/100008211,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,War of the Worlds: Philadelphia,William Penn Foundation,http://dx.doi.org/10.13039/100000920,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Game Design Workshops for Middle and High School Girls,Intel Corporation,http://dx.doi.org/10.13039/100002418,,2015,2016
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Growing Pennsylvania’s Interactive Media Industry,Pennsylvania Department of Community and Economic Development,http://dx.doi.org/10.13039/100004905,,2014,2016
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Game-Centric TechShopz in a Box with TechGirlz,Entertainment Software Association Foundation,,,2014,2015
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Urban Game Project,Brandywine Reality Trust,,,2014,2015
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Skyscraper Games: Regional STEAM Contest for Kids,Intel Corporation,http://dx.doi.org/10.13039/100002418,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Mindfun,Shire,http://dx.doi.org/10.13039/100007343,,2013,2014
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Retraining Neurocognitive Mechanism,University of Pennsylvania,http://dx.doi.org/10.13039/100006920,,2012,2014
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,TRAILS Course Development Award: A Course on Educational Game Design,SRI International,,,2004,2005
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,A Computational Theory of Psychological Time within a Cognitive Architecture Framework,Office of Naval Research,http://dx.doi.org/10.13039/100000006,,2002,2003
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Modeling Dynamic Multitasking in a Cognitive Architecture,Nissan Technical Center North America,http://dx.doi.org/10.13039/100010208,,2001,2003
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,"The Mental Metalogic Research and Development Program: A New, Comprehensive Approach to Human and Machine Reasoning",Rensselaer Polytechnic Institute,http://dx.doi.org/10.13039/100007092,,2001,2003
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Age of Alchemy: The Goldsmith's Daughter,National Endowment for the Humanities,http://dx.doi.org/10.13039/100000103,MT-258876-18,2018,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Age of Alchemy: The Goldsmith's Daughter,National Endowment for the Humanities,http://dx.doi.org/10.13039/100000103,MT-258876-18,2018,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Skyscraper Games for Kids,Brandywine Realty Trust,,,2019,2019
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Civic Engagement through Interactive Projection,John S. and James L. Knight Foundation,http://dx.doi.org/10.13039/100005959,,2019,2020
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Story Seek: A Location-Based Mobile Game for Storytelling in Philadelphia,William Penn Foundation,http://dx.doi.org/10.13039/100000920,,2020,2022
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,SIM-PHL: An Interactive Neighborhood Simulator in Philadelphia,John S. and James L. Knight Foundation,http://dx.doi.org/10.13039/100005959,,2020,2021
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,"Assessing, Understanding and Improving the Transfer of Learning in Undergraduate Math, Science and Engineering",Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,0206952,2002,2007
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,ITR - (EVS+ASE) - (int+sim): Rapid Evaluation of User Interfaces in Multitasking Environments,Directorate for Computer & Information Science & Engineering,http://dx.doi.org/10.13039/100000083,0426674,2004,2009
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,EAGER: Hacktion: Cybersecurity Education Through Pervasive Mixed-Reality Experience,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,1650159,2016,2018
"Lee,J.",Hye J.,Lee,0000-0001-5358-8715,,,,,,
"Lee,J.",J. Seth,Lee,0000-0002-9714-9287,,,,,,
"Lee,J.",Hee J,Lee,0009-0000-1811-3159,,,,,,
"Lee,J.",J. Quinn,Lee,0000-0003-3661-711X,,,,,,
"Lee,J.",E. J.,Lee,0000-0001-5787-505X,,,,,,
"Lee,J.",Sang J.,Lee,0000-0001-7142-2890,,,,,,
"Lee,J.",J. Eugene,Lee,0009-0000-9091-8795,,,,,,
"Lee,J.",Grace J.,Lee,0009-0005-1508-7211,,,,,,
"Lee,J.",Ben J,Lee,0000-0002-9395-318X,,,,,,
"Lee,J.",James J,Lee,0000-0001-6547-5128,,,,,,
"Lee,J.",C J,Lee,0000-0001-7627-3804,,,,,,
"Lee,J.",Jae J.,Lee,0009-0006-4609-127X,,,,,,
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Bridging the Gap Between the Humanities and Sciences,National Endowment for the Humanities,https://ror.org/02vdm1p28,,2003,2005
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Cherokee Trail of Tears Cultural Renewal,National Endowment for the Humanities,,,2005,2006
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Rejuvenating and Reinventing the Liberal Arts,Lynde and Harry Bradley Foundation,https://ror.org/05ycax488,,2018,2022
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Conference on Religious and Secular Cores,Apgar Foundation,,,2014,2014
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Tradition and Innovation Curriculum Development Project,Bradley Foundation,https://ror.org/05ycax488,,2014,2016
"Lee,J.",J. Jack,Lee,0000-0001-5469-9214,,,,,,
"Lee,J.",J. Scott,Lee,0000-0001-7151-9828,Microbial-derived purines in intestinal homeostasis,National Institute of Diabetes and Digestive and Kidney Diseases,http://dx.doi.org/10.13039/100000062,F32DK122741,2019,2021
"Lee,J.",Junia J.,Lee,0009-0009-7769-0410,,,,,,
"Lee,J.",J. Hannah,Lee,0000-0002-5487-3478,,,,,,
"Lee,J.",Benjamin J.,Lee,0000-0002-1678-1345,,,,,,
"Lee,J.",Michelle J.,Lee,0000-0001-7481-9201,,,,,,
"Lee,J.",P. J,Lee,0000-0002-6032-0028,,,,,,
"Lee,J.",James J,Lee,0000-0002-4366-4443,,,,,,
"Lee,J.",Seung J,Lee,0009-0009-0492-3287,,,,,,
"Lee,J.",Seung J.,Lee,0000-0002-7756-0407,,,,,,
"Lee,J.",J. Y. ,Lee,0000-0003-1573-7139,,,,,,
"Lee,J.",Doohyun J.,Lee,0009-0003-9998-9882,,,,,,
"Lee,J.",Jason J.,Lee,0000-0003-2490-2095,,,,,,
"Lee,J.",Anthony J.,Lee,0000-0001-8288-3393,"A data-driven, multivariate approach to human mate preferences.",European Commission,http://dx.doi.org/10.13039/501100000780,705478,2017,2018
"Lee,J.",Mark J. W.,Lee,0000-0003-4845-8507,,,,,,
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,BSPAN3: Breast screening and patient navigation for rural underserved women across North Texas,Cancer Prevention and Research Institute of Texas,http://dx.doi.org/10.13039/100004917,PP150053,2015,2018
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,BSPAN4: Optimizing spatial access to high-quality breast screening & patient navigation for rural underserved women across North Texas,Cancer Prevention and Research Institute of Texas,http://dx.doi.org/10.13039/100004917,PP180018,2018,2021
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,Enhancing Primary Care Capacity for Cancer Survivorship Care Delivery in Community Health Clinics,National Cancer Institute,http://dx.doi.org/10.13039/100000054,U01CA290663,2024,2029
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,SDEST: Doctoral Dissertation Research: An ethnography of the social ethics of Catholic healthcare,National Science Foundation,,0114083,2001,2003
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,An Inter-Personal Framework for Lung Cancer Decision-Making in African Americans,National Cancer Institute,,5R03CA159706-02,2012,2015
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,BSPAN2: Evaluating a de-centralized regional delivery model for breast cancer screening and patient navigation for the rural underserved,Cancer Prevention and Research Institute of Texas,182589,PP120097,2012,2015
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,Care coordination for complex cancer survivors in an integrated safety-net system,National Cancer Institute,http://dx.doi.org/10.13039/100000054,R01CA203856,2016,2022
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,Ethnography of the Social Ethics of Catholic Healthcare,Agency for Healthcare Research and Quality,http://dx.doi.org/10.13039/100000133,R03HS013111,2002,2003
"Lee,J.",Justine J,Lee-Dodd,0000-0002-4657-7273,,,,,,
"Lee,J.",María J.,Rodríguez-San Lee,0009-0001-9734-9078,,,,,,
"Lee,J.",Terrence J.,Lee-St. John,0000-0002-7122-5245,,,,,,
"Lee,J.",William J. Lee,William John Lee,0009-0004-2454-6275,,,,,,
"Leung,T. M.",William T. M.,Leung,0000-0003-1616-175X,,,,,,
"Leung,T. M.",Miriam T. Y.,Leung,0000-0002-4259-7058,,,,,,
"Leung,T. M.",Natalie T. Y.,Leung,0000-0002-9799-6363,,,,,,
"Leung,T. M.",Gigi C. T.,Leung,0000-0003-4945-3978,,,,,,
"Leung,T. M.",Andrew Y T,Leung,0000-0002-3051-5748,,,,,,
"Ma,H.",H,Ma,0000-0001-7672-0176,,,,,,
"Ma,H.",Charlie C. H.,Ma,0000-0002-1864-4328,,,,,,
"Ma,H.",Gerhard H J,Fruhmann MA,0000-0001-9668-9268,,,,,,
"Ma,H.",Prof. Dr. H.,"Muzakkir, MA",0000-0003-3659-1482,,,,,,
"Ma,H.",Dr. H. M.,"Rozali, MA",0009-0008-1394-9190,,,,,,
"Thomas,H.",Stephen H,Thomas,0000-0002-4406-6250,,,,,,
"Thomas,H.",H Lucy,Thomas,0000-0002-4514-744X,,,,,,
"Thomas,H.",Terry H,Thomas,0000-0001-9903-067X,,,,,,
"Thomas,H.",Edward H.,Thomas,0000-0001-7494-9399,,,,,,
"Thomas,H.",Jeffrey H.,Thomas,0000-0003-4748-9045,,,,,,
"Thomas,H.",John H. ,Thomas,0000-0002-7127-8654,Dynamical Phenomena in Sunspots: Theory and Observation,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,8021305,1980,1983
"Thomas,H.",John H. ,Thomas,0000-0002-7127-8654,U.S.-Japan Cooperative Research: Phase Transitions in Dense Astrophysical Plasmas,Office of the Director,http://dx.doi.org/10.13039/100000179,9016293,1991,1993
"Thomas,H.",John H. ,Thomas,0000-0002-7127-8654,Theoretical Modeling of Whole Mantle Convection and Plate Tectonics,Directorate for Geosciences,http://dx.doi.org/10.13039/100000085,7714672,1977,1978
"Thomas,H.",John H. ,Thomas,0000-0002-7127-8654,Stellar Dynamos,Directorate for Mathematical & Physical Sciences,http://dx.doi.org/10.13039/100000086,9528398,1996,2002
"Thomas,H.",John H. ,Thomas,0000-0002-7127-8654,Studies of Degenerate Stars,Directorate for Mathematical & Physical Sciences,http://dx.doi.org/10.13039/100000086,9023716,1991,1993
"Thomas,H.",John H. ,Thomas,0000-0002-7127-8654,Studies of Degenerate Stars,Directorate for Mathematical & Physical Sciences,http://dx.doi.org/10.13039/100000086,9115132,1992,1996
"Thomas,H.",John H. ,Thomas,0000-0002-7127-8654,Applied Mathematics,Council for International Exchange of Scholars,http://dx.doi.org/10.13039/100004408,grant.9892280,1983,1983
"Thomas,H.",John H. ,Thomas,0000-0002-7127-8654,"International Conference on the Physics of Strongly Coupled Plasmas; Rochester, New York; August 17-21, 1992",Directorate for Mathematical & Physical Sciences,http://dx.doi.org/10.13039/100000086,9208970,1992,1992
"Thomas,H.",Morgan P H,Thomas,0000-0001-6068-2857,,,,,,
"Wagner,J. G.","Marek ""Mark""  J.",Wagner-Lorentz,0000-0001-8512-0711,"Multidisciplinary study: physics, astronomy, mathematics, biology.",Do Not Apply Agency,,,1975,
"Wagner,J. G.",Peter J.,Wagner,0000-0003-2465-1011,,,,,,
"Wagner,J. G.",Matthew J.,Wagner,0000-0001-6414-9830,,,,,,
"Wagner,J. G.",J-D,Wagner,0000-0002-6228-4307,,,,,,
"Wagner,J. G.",J. Richard,Wagner,0000-0002-0240-2324,,,,,,
"Wagner,J. G.",Anna J. M.,Wagner,0000-0001-5540-5214,,,,,,
"Carlson,S. K.",Dawn S.,Carlson,0000-0001-7236-2463,,,,,,
"Carlson,S. K.",Ronald S.,Carlson DDS,0000-0002-0597-4782,,,,,,
"Mendez,G. S.",Edwin G.,Rivera Mendez ,0000-0001-7666-9120,,,,,,
"Mendez,G. S.",Orquidia G,Mendez-Flores,0000-0003-2768-0002,,,,,,
"Mendez,G. S.",Mariza G.,Mendez Lopez,0000-0001-5570-0440,,,,,,
"Mendez,G. S.",Benjamin G,Rodriguez-Mendez,0000-0002-0495-9118,,,,,,
"Nguyen,A. T.",T. A. Khoa,Nguyen,0000-0003-0577-5035,Mapping and Modeling of Deep Brain Stimulation,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,http://dx.doi.org/10.13039/501100001711,186142,2019,2023
"Nguyen,A. T.",T. A. Khoa,Nguyen,0000-0003-4604-6162,,,,,,
"Nguyen,A. T.",Hong T. A.,Nguyen,0000-0001-8323-2082,,,,,,
"Nguyen,A. T.",Huy A,Nguyen,0000-0002-2083-1501,,,,,,
"Nguyen,A. T.",A-Nam,Nguyen,0000-0002-6555-523X,,,,,,
"Nguyen,A. T.",A. Tuan,Nguyen,0000-0002-9041-2935,,,,,,
"Nguyen,A. T.",Minh A.,Nguyen,0009-0004-1374-9413,,,,,,
"Nguyen,A. T.",Huy A.,Nguyen,0000-0002-1227-6173,,,,,,
"Nguyen,A. T.",Nguyet A,Nguyen,0000-0002-8212-4335,,,,,,
"Nguyen,A. T.",Binh A.,Nguyen,0009-0004-7587-4252,,,,,,
"Nguyen,A. T.",Binh A.,Nguyen,0009-0001-6030-8838,,,,,,
"Nguyen,A. T.",A,Nguyen Van,0009-0001-6295-0824,,,,,,
"Nguyen,A. T.","Hong-Anh A. Nguyen, Alex Nguyen, Hong-Anh Nguyen",Nguyen,0009-0007-9253-9298,,,,,,
"Santos,N. M.",Amanda N.,Santos Muñiz,0009-0001-3891-118X,,,,,,
"Santos,N. M.",Brenda N. ,Santos-Ocampo,0009-0003-2763-1419,,,,,,
"Santos,N. M.",Brenda N.,Santos-Guevara,0000-0002-2370-0777,,,,,,
"Schmidt,N. F.",Simon N. ,Schmidt,0000-0002-1244-1562,,,,,,
"Schmidt,N. F.",Mikkel N.,Schmidt,0000-0001-6927-8869,Bayesian neural networks for molecular discovery,Novo Nordisk Foundation,http://dx.doi.org/10.13039/501100009708,NNF22OC0076658,2023,2027
"Schmidt,N. F.",Mikkel N.,Schmidt,0000-0001-6927-8869,Source separation using machine learning,Danish Ministry of Higher Education and Science,http://dx.doi.org/10.13039/100008389,grant.7740929,2009,
"Schmidt,N. F.",Mikkel N.,Schmidt,0000-0001-6927-8869,Machine learning-enabled fiber-optic communication (MARBLE),The Velux Foundations,http://dx.doi.org/10.13039/100008397,grant.9960641,2021,
"Schmidt,N. F.",Mikkel N.,Schmidt,0000-0001-6927-8869,Towards real time Raman molecular imaging of living organisms,Danish Agency for Science and Higher Education,http://dx.doi.org/10.13039/501100004836,grant.8637331,2019,
"Vickers,J. B.",Sam J.,Vizcaino Vickers,0009-0003-9353-5222,,,,,,
"Wood,W. G.",David W.,Wood,0000-0001-9853-2926,,,,,,
"Wood,W. G.",W. Jesse,Wood,0000-0001-7158-3635,,,,,,
"Brown,Mackenzie",Mackenzie,Brown,0000-0002-3605-1657,,,,,,
"Brown,Mackenzie",Mackenzie,Brown,0000-0003-3493-1156,,,,,,
